"","TAGNUMBER","TANK_Real","condition1","SGR","condition2","Interval_Days","condition3","Date","condition4","Days_in_Exp"
"227","00186D165A",152,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"228","00186D165A",152,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"229","00186D165A",152,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"230","00186D165A",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"231","00186D165A",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"232","00186D165B",202,"SGR_1",1.68301351368747,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"233","00186D165B",202,"SGR_2",1.58246977379881,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"234","00186D165B",202,"SGR_3",2.12130460010378,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"235","00186D165B",202,"SGR_4",2.02942991157049,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"236","00186D165B",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"237","00186D165B",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"238","00186D165B",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"239","00186D165C",201,"SGR_1",2.26150553128537,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"240","00186D165C",201,"SGR_2",2.14473513821236,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"241","00186D165C",201,"SGR_3",2.39622170823661,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"242","00186D165C",201,"SGR_4",2.24222104640937,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"243","00186D165C",201,"SGR_5",2.02629711796474,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"244","00186D165C",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"245","00186D165C",201,"SGR_7",1.55165391498151,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"246","00186D165E",201,"SGR_1",2.03402567950237,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"247","00186D165E",201,"SGR_2",1.62356931620571,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"248","00186D165E",201,"SGR_3",1.54111408485258,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"249","00186D165E",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"250","00186D165E",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"251","00186D165E",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"252","00186D165E",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"253","00186D165F",201,"SGR_1",2.95390665491486,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"254","00186D165F",201,"SGR_2",2.75259945295414,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"255","00186D165F",201,"SGR_3",2.46228537034585,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"256","00186D165F",201,"SGR_4",2.40208065135765,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"257","00186D165F",201,"SGR_5",2.2411729969219,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"258","00186D165F",201,"SGR_6",1.8888093051888,"T7minusT1",202,"T7",2022-02-16,"Day_in_Exp_T7",190
"259","00186D165F",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"260","00186D1660",201,"SGR_1",1.83373202915686,"T2minusT1",27,"T2",2021-08-25,"Day_in_Exp_T2",20
"261","00186D1660",201,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"262","00186D1660",201,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"263","00186D1660",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"264","00186D1660",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"265","00186D1660",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"266","00186D1660",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"267","00186D1661",202,"SGR_1",2.36898964192929,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"268","00186D1661",202,"SGR_2",1.96718215484877,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"269","00186D1661",202,"SGR_3",1.76917923994837,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"270","00186D1661",202,"SGR_4",1.6425571889273,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"271","00186D1661",202,"SGR_5",1.53275455219071,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"272","00186D1661",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"273","00186D1661",202,"SGR_7",1.33049914875405,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"274","00186D1662",201,"SGR_1",2.18971486541166,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"275","00186D1662",201,"SGR_2",0.810972790448861,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"276","00186D1662",201,"SGR_3",0.830912889472213,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"277","00186D1662",201,"SGR_4",1.19427724845023,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"278","00186D1662",201,"SGR_5",1.3670557343209,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"279","00186D1662",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"280","00186D1662",201,"SGR_7",1.40782923469622,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"281","00186D1663",202,"SGR_1",2.29448048961669,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"282","00186D1663",202,"SGR_2",1.59456226004924,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"283","00186D1663",202,"SGR_3",1.62781009020267,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"284","00186D1663",202,"SGR_4",1.61304556554565,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"285","00186D1663",202,"SGR_5",1.45293074669892,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"286","00186D1663",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"287","00186D1663",202,"SGR_7",1.35786022774216,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"288","00186D1664",151,"SGR_1",2.49453483760647,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"289","00186D1664",151,"SGR_2",2.96859416973916,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"290","00186D1664",151,"SGR_3",2.59104526926792,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"291","00186D1664",151,"SGR_4",2.39439793470304,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"292","00186D1664",151,"SGR_5",2.38593030799823,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"293","00186D1664",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"294","00186D1664",151,"SGR_7",1.97866654612999,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"295","00186D1665",151,"SGR_1",2.86164182605724,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"296","00186D1665",151,"SGR_2",3.00431752187129,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"297","00186D1665",151,"SGR_3",2.59954510567564,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"298","00186D1665",151,"SGR_4",2.42362111697654,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"299","00186D1665",151,"SGR_5",2.25834296739136,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"300","00186D1665",151,"SGR_6",2.01811400921921,"T7minusT1",190,"T7",2022-02-04,"Day_in_Exp_T7",190
"301","00186D1665",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"302","00186D1666",151,"SGR_1",3.16411924026738,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"303","00186D1666",151,"SGR_2",3.30680712871538,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"304","00186D1666",151,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"305","00186D1666",151,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"306","00186D1666",151,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"307","00186D1666",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"308","00186D1666",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"309","00186D1667",152,"SGR_1",2.77360753628788,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"310","00186D1667",152,"SGR_2",3.15956233696126,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"311","00186D1667",152,"SGR_3",2.66466124041904,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"312","00186D1667",152,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"313","00186D1667",152,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"314","00186D1667",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"315","00186D1667",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"316","00186D1668",201,"SGR_1",2.32016017581933,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"317","00186D1668",201,"SGR_2",1.83273944572326,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"318","00186D1668",201,"SGR_3",1.58430175657731,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"319","00186D1668",201,"SGR_4",1.52649843749002,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"320","00186D1668",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"321","00186D1668",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"322","00186D1668",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"323","00186D1669",201,"SGR_1",2.07364336026272,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"324","00186D1669",201,"SGR_2",0.576940093230527,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"325","00186D1669",201,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"326","00186D1669",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"327","00186D1669",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"328","00186D1669",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"329","00186D1669",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"330","00186D166A",152,"SGR_1",2.18971486541166,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"331","00186D166A",152,"SGR_2",2.33136434970509,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"332","00186D166A",152,"SGR_3",1.93874361425279,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"333","00186D166A",152,"SGR_4",1.67676974346369,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"334","00186D166A",152,"SGR_5",1.55539252488439,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"335","00186D166A",152,"SGR_6",1.51583033968339,"T7minusT1",190,"T7",2022-02-04,"Day_in_Exp_T7",190
"336","00186D166A",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"337","00186D166B",201,"SGR_1",3.08877103879339,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"338","00186D166B",201,"SGR_2",2.48768999664895,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"339","00186D166B",201,"SGR_3",2.53679955747399,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"340","00186D166B",201,"SGR_4",2.24329696337842,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"341","00186D166B",201,"SGR_5",2.08858900901829,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"342","00186D166B",201,"SGR_6",1.85057334881726,"T7minusT1",190,"T7",2022-02-04,"Day_in_Exp_T7",190
"343","00186D166B",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"344","00186D166C",152,"SGR_1",3.29689324257061,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"345","00186D166C",152,"SGR_2",3.10226782999736,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"346","00186D166C",152,"SGR_3",2.76203105084241,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"347","00186D166C",152,"SGR_4",2.47820300086139,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"348","00186D166C",152,"SGR_5",2.23018033974569,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"349","00186D166C",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"350","00186D166C",152,"SGR_7",1.88127452905014,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"351","00186D166D",152,"SGR_1",3.41195034321142,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"352","00186D166D",152,"SGR_2",3.37176089752085,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"353","00186D166D",152,"SGR_3",2.84499226848285,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"354","00186D166D",152,"SGR_4",2.59596332591889,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"355","00186D166D",152,"SGR_5",2.40705085806596,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"356","00186D166D",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"357","00186D166D",152,"SGR_7",1.95110757628714,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"358","00186D166E",202,"SGR_1",1.50995218371923,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"359","00186D166E",202,"SGR_2",0.993783739030007,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"360","00186D166E",202,"SGR_3",1.03035703525709,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"361","00186D166E",202,"SGR_4",1.10409752781881,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"362","00186D166E",202,"SGR_5",1.14668212398314,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"363","00186D166E",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"364","00186D166E",202,"SGR_7",1.0964582252833,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"365","00186D166F",202,"SGR_1",2.77360753628788,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"366","00186D166F",202,"SGR_2",1.72075061608705,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"367","00186D166F",202,"SGR_3",1.89255332122658,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"368","00186D166F",202,"SGR_4",1.81088256562913,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"369","00186D166F",202,"SGR_5",1.66694422802529,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"370","00186D166F",202,"SGR_6",1.55951951673041,"T7minusT1",190,"T7",2022-02-04,"Day_in_Exp_T7",190
"371","00186D166F",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"372","00186D1670",201,"SGR_1",2.58198760778205,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"373","00186D1670",201,"SGR_2",2.5105690188576,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"374","00186D1670",201,"SGR_3",2.34042007715025,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"375","00186D1670",201,"SGR_4",2.16284713318879,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"376","00186D1670",201,"SGR_5",1.98430970192558,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"377","00186D1670",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"378","00186D1670",201,"SGR_7",1.57951846459132,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"379","00186D1671",201,"SGR_1",3.65069173727062,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"380","00186D1671",201,"SGR_2",2.97310114705931,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"381","00186D1671",201,"SGR_3",2.76629371484935,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"382","00186D1671",201,"SGR_4",2.38048663472801,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"383","00186D1671",201,"SGR_5",2.17596724350335,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"384","00186D1671",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"385","00186D1671",201,"SGR_7",1.77250473125226,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"386","00186D1672",151,"SGR_1",2.63759496527616,"T2minusT1",26,"T2",2021-08-24,"Day_in_Exp_T2",20
"387","00186D1672",151,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"388","00186D1672",151,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"389","00186D1672",151,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"390","00186D1672",151,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"391","00186D1672",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"392","00186D1672",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"393","00186D1673",151,"SGR_1",3.41487096616913,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"394","00186D1673",151,"SGR_2",3.20523530706118,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"395","00186D1673",151,"SGR_3",2.72414047665839,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"396","00186D1673",151,"SGR_4",2.42966727281348,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"397","00186D1673",151,"SGR_5",2.27181439422168,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"398","00186D1673",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"399","00186D1673",151,"SGR_7",1.91238733584691,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"400","00186D1674",202,"SGR_1",3.21175116862575,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"401","00186D1674",202,"SGR_2",1.82638581188121,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"402","00186D1674",202,"SGR_3",2.25907428890189,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"403","00186D1674",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"404","00186D1674",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"405","00186D1674",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"406","00186D1674",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"407","00186D1675",152,"SGR_1",3.26988383078417,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"408","00186D1675",152,"SGR_2",3.38278751089707,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"409","00186D1675",152,"SGR_3",3.02774958419976,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"410","00186D1675",152,"SGR_4",2.78354284590121,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"411","00186D1675",152,"SGR_5",2.57850846427783,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"412","00186D1675",152,"SGR_6",2.38570105709484,"T7minusT1",190,"T7",2022-02-04,"Day_in_Exp_T7",190
"413","00186D1675",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"414","00186D1676",202,"SGR_1",2.66835121068942,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"415","00186D1676",202,"SGR_2",2.27439246771772,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"416","00186D1676",202,"SGR_3",2.26364213839969,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"417","00186D1676",202,"SGR_4",2.23724549636035,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"418","00186D1676",202,"SGR_5",2.01778429953869,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"419","00186D1676",202,"SGR_6",1.73865681508993,"T7minusT1",198,"T7",2022-02-12,"Day_in_Exp_T7",190
"420","00186D1676",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"421","00186D1677",151,"SGR_1",3.19214587492733,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"422","00186D1677",151,"SGR_2",3.39685998090615,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"423","00186D1677",151,"SGR_3",2.79248454693357,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"424","00186D1677",151,"SGR_4",2.77412686803689,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"425","00186D1677",151,"SGR_5",2.59176161888355,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"426","00186D1677",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"427","00186D1677",151,"SGR_7",2.14055070433552,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"428","00186D1678",151,"SGR_1",2.41027635654452,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"429","00186D1678",151,"SGR_2",2.481624014288,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"430","00186D1678",151,"SGR_3",1.9283594519981,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"431","00186D1678",151,"SGR_4",1.67780916020861,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"432","00186D1678",151,"SGR_5",1.60935243217066,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"433","00186D1678",151,"SGR_6",1.53075340763462,"T7minusT1",190,"T7",2022-02-04,"Day_in_Exp_T7",190
"434","00186D1678",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"435","00186D1679",202,"SGR_1",1.95333017266976,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"436","00186D1679",202,"SGR_2",0.49376607439251,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"437","00186D1679",202,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"438","00186D1679",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"439","00186D1679",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"440","00186D1679",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"441","00186D1679",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"442","00186D167A",201,"SGR_1",3.21175116862575,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"443","00186D167A",201,"SGR_2",1.96907146833234,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"444","00186D167A",201,"SGR_3",1.37156683329671,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"445","00186D167A",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"446","00186D167A",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"447","00186D167A",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"448","00186D167A",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"449","00186D167B",201,"SGR_1",2.7857507075342,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"450","00186D167B",201,"SGR_2",1.97575278960194,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"451","00186D167B",201,"SGR_3",1.97807794082663,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"452","00186D167B",201,"SGR_4",1.88881004733656,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"453","00186D167B",201,"SGR_5",1.83035350856475,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"454","00186D167B",201,"SGR_6",1.71245633151353,"T7minusT1",190,"T7",2022-02-04,"Day_in_Exp_T7",190
"455","00186D167B",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"456","00186D167C",151,"SGR_1",3.37732354296283,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"457","00186D167C",151,"SGR_2",3.33220958649156,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"458","00186D167C",151,"SGR_3",2.72950229331597,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"459","00186D167C",151,"SGR_4",2.30581523816649,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
