"","TAGNUMBER","TANK_Real","T1","LENGTH_1","WEIGHT_1","T2","LENGTH_2","WEIGHT_2","T3","LENGTH_3","WEIGHT_3","T4","LENGTH_4","WEIGHT_4","T5","LENGTH_5","WEIGHT_5","T6","LENGTH_6","WEIGHT_6","T7","LENGTH_7","WEIGHT_7","DATE"
"419","00187294FD",201,2021-07-29,59,2,2021-08-30,72,4.2,2021-09-29,82,6,2021-11-04,109,14.8,2021-12-09,134,28.6,2022-01-06,151,41.2,2022-03-30,180,65.1,2022-03-30
"420","0018729504",202,2021-07-29,58,1.9,2021-08-30,70,4,2021-09-29,80,5.4,2021-11-04,117,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","0018729504",202,2021-07-29,58,1.9,2021-08-30,70,4,2021-09-29,80,5.4,2021-11-04,112,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","0018729505",151,2021-07-29,66,2.8,2021-08-30,82,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","0018729507",151,2021-07-29,60,2.2,2021-08-30,82,6.2,2021-09-29,110,15.3,2021-11-04,140,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","0018729509",201,2021-07-29,58,2.1,2021-08-30,69,4,2021-09-29,84,7.6,2021-11-04,105,16.5,2021-12-09,130,30.4,NA,NA,NA,NA,NA,NA,NA
"425","001872950C",201,2021-07-29,56,1.9,2021-08-30,70,3.9,2021-09-29,70,3.3,2021-11-04,80,6.5,2021-12-09,110,16,2022-01-06,135,29.6,2022-03-30,177,65,2022-03-30
"426","001872950E",201,2021-07-29,58,2.1,2021-08-30,71,4.3,2021-09-29,86,7.7,2021-11-04,114,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","001872950E",201,2021-07-29,58,2.1,2021-08-30,71,4.3,2021-09-29,86,7.7,2021-11-04,110,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","001872950F",152,2021-07-29,69,3.5,2021-08-30,94,8.7,2021-09-29,128,22.8,2021-11-04,164,49.7,2021-12-09,193,84.6,2022-01-06,209,111.1,2022-03-30,270,244,2022-03-30
"429","0018729510",151,2021-07-29,62,2.8,2021-08-30,85,7.1,2021-09-29,109,15.6,2021-11-04,134,27,2021-12-09,169,57.6,2022-01-06,200,97.4,2022-03-30,279,259.3,2022-03-30
"430","0018729514",152,2021-07-29,75,4.3,2021-08-30,98,10.1,2021-09-29,124,21.2,2021-11-04,161,52,2021-12-09,196,97,2022-01-06,220,127.7,2022-03-30,275,259.7,2022-03-30
"431","0018729516",151,2021-07-29,62,2.4,2021-08-30,73,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","0018729517",202,2021-07-29,57,1.9,2021-08-30,65,3,2021-09-29,66,2.8,2021-11-04,76,4.5,2021-12-09,95,9,2022-01-06,117,20.2,2022-03-30,165,59.1,2022-03-30
"433","001872951A",201,2021-07-29,70,3.7,2021-08-30,91,8.8,2021-09-29,113,16.1,2021-11-04,142,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","001872951A",201,2021-07-29,70,3.7,2021-08-30,91,8.8,2021-09-29,113,16.1,2021-11-04,144,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","001872951B",152,2021-07-29,62,2.3,2021-08-30,81,5.2,2021-09-29,105,11.4,2021-11-04,134,23.1,2021-12-09,166,47.1,2022-01-06,188,70.1,2022-03-30,249,164.8,2022-03-30
"436","001872951D",152,2021-07-29,68,3.4,2021-08-30,90,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","0018729520",202,2021-07-29,63,2.6,2021-08-30,75,4.6,2021-09-29,84,6.5,2021-11-04,108,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","0018729520",202,2021-07-29,63,2.6,2021-08-30,75,4.6,2021-09-29,84,6.5,2021-11-04,105,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","0018729521",151,2021-07-29,58,2,2021-08-30,75,4.3,2021-09-29,100,10.3,2021-11-04,133,26.2,2021-12-09,170,57,2022-01-06,197,89,2022-03-30,262,220.8,2022-03-30
"440","0018729522",152,2021-07-29,68,3.4,2021-08-30,89,7,2021-09-29,117,17.3,2021-11-04,150,37,2021-12-09,176,64.4,2022-01-06,198,83.8,2022-03-30,256,185.8,2022-03-30
"441","0018729523",152,2021-07-29,65,3.1,2021-08-30,89,8.3,2021-09-29,110,16.1,2021-11-04,121,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","0018729526",152,2021-07-29,61,2.3,2021-08-30,84,6.7,2021-09-29,111,16.3,2021-11-04,142,33.7,2021-12-09,173,63.5,2022-01-06,201,102.7,2022-03-30,265,249.4,2022-03-30
"443","0018729527",202,2021-07-29,62,2.6,2021-08-30,70,3.4,2021-09-29,78,5,2021-11-04,100,11,2021-12-09,130,24.3,2022-01-06,150,33.1,NA,NA,NA,NA
"444","0018729547",152,2021-07-29,52,1.4,2021-08-30,77,5.4,2021-09-29,113,17.5,2021-11-04,154,41.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","0018729574",152,2021-07-29,68,3.2,2021-08-30,91,8.3,2021-09-29,117,16.9,2021-11-04,146,32.5,2021-12-09,175,56.1,2022-01-06,195,72,2022-03-30,240,127.8,2022-03-30
