"","TAGNUMBER","TANK_Real","condition1","WEIGHT","condition2","LENGTH","condition3","TIME"
"301","00186D1665",151,"WEIGHT_7",133.6,"LENGTH_7",230,"T7",2022-02-04
"302","00186D1666",151,"WEIGHT_1",3.1,"LENGTH_1",65,"T1",2021-07-29
"303","00186D1666",151,"WEIGHT_2",8.4,"LENGTH_2",90,"T2",2021-08-30
"304","00186D1666",151,"WEIGHT_3",23.3,"LENGTH_3",125,"T3",2021-09-29
"305","00186D1666",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"306","00186D1666",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"307","00186D1666",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"308","00186D1666",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"309","00186D1667",152,"WEIGHT_1",2.5,"LENGTH_1",61,"T1",2021-07-29
"310","00186D1667",152,"WEIGHT_2",6,"LENGTH_2",85,"T2",2021-08-30
"311","00186D1667",152,"WEIGHT_3",17.2,"LENGTH_3",116,"T3",2021-09-29
"312","00186D1667",152,"WEIGHT_4",32.9,"LENGTH_4",145,"T4",2021-11-04
"313","00186D1667",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"314","00186D1667",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"315","00186D1667",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"316","00186D1668",201,"WEIGHT_1",1.2,"LENGTH_1",51,"T1",2021-07-29
"317","00186D1668",201,"WEIGHT_2",2.5,"LENGTH_2",62,"T2",2021-08-30
"318","00186D1668",201,"WEIGHT_3",3.7,"LENGTH_3",70,"T3",2021-09-29
"319","00186D1668",201,"WEIGHT_4",5.6,"LENGTH_4",78,"T4",2021-11-04
"320","00186D1668",201,"WEIGHT_5",9,"LENGTH_5",95,"T5",2021-12-09
"321","00186D1668",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"322","00186D1668",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"323","00186D1669",201,"WEIGHT_1",1.4,"LENGTH_1",50,"T1",2021-07-29
"324","00186D1669",201,"WEIGHT_2",2.7,"LENGTH_2",62,"T2",2021-08-30
"325","00186D1669",201,"WEIGHT_3",2,"LENGTH_3",61,"T3",2021-09-29
"326","00186D1669",201,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"327","00186D1669",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"328","00186D1669",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"329","00186D1669",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"330","00186D166A",152,"WEIGHT_1",2.3,"LENGTH_1",59,"T1",2021-07-29
"331","00186D166A",152,"WEIGHT_2",4.6,"LENGTH_2",75,"T2",2021-08-30
"332","00186D166A",152,"WEIGHT_3",9.6,"LENGTH_3",95,"T3",2021-09-29
"333","00186D166A",152,"WEIGHT_4",15.1,"LENGTH_4",112,"T4",2021-11-04
"334","00186D166A",152,"WEIGHT_5",21,"LENGTH_5",125,"T5",2021-12-09
"335","00186D166A",152,"WEIGHT_6",27.6,"LENGTH_6",135,"T6",2022-01-06
"336","00186D166A",152,"WEIGHT_7",40.1,"LENGTH_7",151,"T7",2022-02-04
"337","00186D166B",201,"WEIGHT_1",1.7,"LENGTH_1",56,"T1",2021-07-29
"338","00186D166B",201,"WEIGHT_2",4.5,"LENGTH_2",75,"T2",2021-08-30
"339","00186D166B",201,"WEIGHT_3",7.8,"LENGTH_3",88,"T3",2021-09-29
"340","00186D166B",201,"WEIGHT_4",19.8,"LENGTH_4",115,"T4",2021-11-04
"341","00186D166B",201,"WEIGHT_5",32.5,"LENGTH_5",137,"T5",2021-12-09
"342","00186D166B",201,"WEIGHT_6",47.4,"LENGTH_6",153,"T6",2022-01-06
"343","00186D166B",201,"WEIGHT_7",55.4,"LENGTH_7",159,"T7",2022-02-04
"344","00186D166C",152,"WEIGHT_1",3.4,"LENGTH_1",68,"T1",2021-07-29
"345","00186D166C",152,"WEIGHT_2",9.6,"LENGTH_2",96,"T2",2021-08-30
"346","00186D166C",152,"WEIGHT_3",22.6,"LENGTH_3",128,"T3",2021-09-29
"347","00186D166C",152,"WEIGHT_4",49.1,"LENGTH_4",168,"T4",2021-11-04
"348","00186D166C",152,"WEIGHT_5",88.2,"LENGTH_5",202,"T5",2021-12-09
"349","00186D166C",152,"WEIGHT_6",118.5,"LENGTH_6",212,"T6",2022-01-06
"350","00186D166C",152,"WEIGHT_7",321,"LENGTH_7",303,"T7",2022-03-30
"351","00186D166D",152,"WEIGHT_1",2.7,"LENGTH_1",63,"T1",2021-07-29
"352","00186D166D",152,"WEIGHT_2",7.9,"LENGTH_2",89,"T2",2021-08-30
"353","00186D166D",152,"WEIGHT_3",21.1,"LENGTH_3",120,"T3",2021-09-29
"354","00186D166D",152,"WEIGHT_4",42.2,"LENGTH_4",152,"T4",2021-11-04
"355","00186D166D",152,"WEIGHT_5",81.6,"LENGTH_5",185,"T5",2021-12-09
"356","00186D166D",152,"WEIGHT_6",124.3,"LENGTH_6",215,"T6",2022-01-06
"357","00186D166D",152,"WEIGHT_7",301.3,"LENGTH_7",286,"T7",2022-03-30
"358","00186D166E",202,"WEIGHT_1",2.6,"LENGTH_1",61,"T1",2021-07-29
"359","00186D166E",202,"WEIGHT_2",4.2,"LENGTH_2",71,"T2",2021-08-30
"360","00186D166E",202,"WEIGHT_3",4.8,"LENGTH_3",78,"T3",2021-09-29
"361","00186D166E",202,"WEIGHT_4",7.1,"LENGTH_4",86,"T4",2021-11-04
"362","00186D166E",202,"WEIGHT_5",11.2,"LENGTH_5",102,"T5",2021-12-09
"363","00186D166E",202,"WEIGHT_6",16.3,"LENGTH_6",115,"T6",2022-01-06
"364","00186D166E",202,"WEIGHT_7",37.2,"LENGTH_7",150,"T7",2022-03-30
"365","00186D166F",202,"WEIGHT_1",2.5,"LENGTH_1",60,"T1",2021-07-29
"366","00186D166F",202,"WEIGHT_2",6,"LENGTH_2",83,"T2",2021-08-30
"367","00186D166F",202,"WEIGHT_3",7.2,"LENGTH_3",88,"T3",2021-09-29
"368","00186D166F",202,"WEIGHT_4",15.7,"LENGTH_4",112,"T4",2021-11-04
"369","00186D166F",202,"WEIGHT_5",27.2,"LENGTH_5",135,"T5",2021-12-09
"370","00186D166F",202,"WEIGHT_6",35.8,"LENGTH_6",148,"T6",2022-01-06
"371","00186D166F",202,"WEIGHT_7",47.3,"LENGTH_7",164,"T7",2022-02-04
"372","00186D1670",201,"WEIGHT_1",2.3,"LENGTH_1",59,"T1",2021-07-29
"373","00186D1670",201,"WEIGHT_2",5.2,"LENGTH_2",75,"T2",2021-08-30
"374","00186D1670",201,"WEIGHT_3",10.7,"LENGTH_3",95,"T3",2021-09-29
"375","00186D1670",201,"WEIGHT_4",22.2,"LENGTH_4",120,"T4",2021-11-04
"376","00186D1670",201,"WEIGHT_5",39.6,"LENGTH_5",148,"T5",2021-12-09
"377","00186D1670",201,"WEIGHT_6",54.4,"LENGTH_6",157,"T6",2022-01-06
"378","00186D1670",201,"WEIGHT_7",105.3,"LENGTH_7",202,"T7",2022-03-30
"379","00186D1671",201,"WEIGHT_1",2,"LENGTH_1",57,"T1",2021-07-29
"380","00186D1671",201,"WEIGHT_2",6.3,"LENGTH_2",81,"T2",2021-08-30
"381","00186D1671",201,"WEIGHT_3",12.3,"LENGTH_3",102,"T3",2021-09-29
"382","00186D1671",201,"WEIGHT_4",29,"LENGTH_4",132,"T4",2021-11-04
"383","00186D1671",201,"WEIGHT_5",45.7,"LENGTH_5",156,"T5",2021-12-09
"384","00186D1671",201,"WEIGHT_6",64,"LENGTH_6",171,"T6",2022-01-06
"385","00186D1671",201,"WEIGHT_7",145.5,"LENGTH_7",223,"T7",2022-03-30
"386","00186D1672",151,"WEIGHT_1",3.1,"LENGTH_1",66,"T1",2021-07-29
"387","00186D1672",151,"WEIGHT_2",6.1,"LENGTH_2",80,"T2",2021-08-24
"388","00186D1672",151,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"389","00186D1672",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"390","00186D1672",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"391","00186D1672",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"392","00186D1672",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"393","00186D1673",151,"WEIGHT_1",1.4,"LENGTH_1",51,"T1",2021-07-29
"394","00186D1673",151,"WEIGHT_2",4.1,"LENGTH_2",73,"T2",2021-08-30
"395","00186D1673",151,"WEIGHT_3",9.9,"LENGTH_3",98,"T3",2021-09-29
"396","00186D1673",151,"WEIGHT_4",19.5,"LENGTH_4",119,"T4",2021-11-04
"397","00186D1673",151,"WEIGHT_5",34.1,"LENGTH_5",148,"T5",2021-12-09
"398","00186D1673",151,"WEIGHT_6",52.1,"LENGTH_6",173,"T6",2022-01-06
"399","00186D1673",151,"WEIGHT_7",142.4,"LENGTH_7",240,"T7",2022-03-30
"400","00186D1674",202,"WEIGHT_1",2.8,"LENGTH_1",64,"T1",2021-07-29
"401","00186D1674",202,"WEIGHT_2",7.7,"LENGTH_2",88,"T2",2021-08-30
"402","00186D1674",202,"WEIGHT_3",8.6,"LENGTH_3",95,"T3",2021-09-29
"403","00186D1674",202,"WEIGHT_4",25,"LENGTH_4",131,"T4",2021-11-04
"404","00186D1674",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"405","00186D1674",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"406","00186D1674",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"407","00186D1675",152,"WEIGHT_1",1.5,"LENGTH_1",52,"T1",2021-07-29
"408","00186D1675",152,"WEIGHT_2",4.2,"LENGTH_2",73,"T2",2021-08-30
"409","00186D1675",152,"WEIGHT_3",11.8,"LENGTH_3",102,"T3",2021-09-29
"410","00186D1675",152,"WEIGHT_4",27.9,"LENGTH_4",132,"T4",2021-11-04
"411","00186D1675",152,"WEIGHT_5",57.8,"LENGTH_5",168,"T5",2021-12-09
"412","00186D1675",152,"WEIGHT_6",90.4,"LENGTH_6",196,"T6",2022-01-06
"413","00186D1675",152,"WEIGHT_7",132.3,"LENGTH_7",216,"T7",2022-02-04
"414","00186D1676",202,"WEIGHT_1",3.1,"LENGTH_1",67,"T1",2021-07-29
"415","00186D1676",202,"WEIGHT_2",7.2,"LENGTH_2",86,"T2",2021-08-30
"416","00186D1676",202,"WEIGHT_3",12.5,"LENGTH_3",103,"T3",2021-09-29
"417","00186D1676",202,"WEIGHT_4",27.8,"LENGTH_4",134,"T4",2021-11-04
"418","00186D1676",202,"WEIGHT_5",58.8,"LENGTH_5",167,"T5",2021-12-09
"419","00186D1676",202,"WEIGHT_6",77.3,"LENGTH_6",184,"T6",2022-01-06
"420","00186D1676",202,"WEIGHT_7",94.1,"LENGTH_7",200,"T7",2022-02-12
"421","00186D1677",151,"WEIGHT_1",1.5,"LENGTH_1",55,"T1",2021-07-29
"422","00186D1677",151,"WEIGHT_2",4.1,"LENGTH_2",74,"T2",2021-08-30
"423","00186D1677",151,"WEIGHT_3",11.9,"LENGTH_3",101,"T3",2021-09-29
"424","00186D1677",151,"WEIGHT_4",22.3,"LENGTH_4",128,"T4",2021-11-04
"425","00186D1677",151,"WEIGHT_5",57.1,"LENGTH_5",170,"T5",2021-12-09
"426","00186D1677",151,"WEIGHT_6",92.3,"LENGTH_6",217,"T6",2022-01-06
"427","00186D1677",151,"WEIGHT_7",263.3,"LENGTH_7",280,"T7",2022-03-30
"428","00186D1678",151,"WEIGHT_1",1.4,"LENGTH_1",53,"T1",2021-07-29
"429","00186D1678",151,"WEIGHT_2",3,"LENGTH_2",65,"T2",2021-08-30
"430","00186D1678",151,"WEIGHT_3",6.4,"LENGTH_3",85,"T3",2021-09-29
"431","00186D1678",151,"WEIGHT_4",9.1,"LENGTH_4",97,"T4",2021-11-04
"432","00186D1678",151,"WEIGHT_5",12.8,"LENGTH_5",107,"T5",2021-12-09
"433","00186D1678",151,"WEIGHT_6",18.3,"LENGTH_6",123,"T6",2022-01-06
"434","00186D1678",151,"WEIGHT_7",25.1,"LENGTH_7",134,"T7",2022-02-04
"435","00186D1679",202,"WEIGHT_1",1.4,"LENGTH_1",50,"T1",2021-07-29
"436","00186D1679",202,"WEIGHT_2",2.6,"LENGTH_2",61,"T2",2021-08-30
"437","00186D1679",202,"WEIGHT_3",1.9,"LENGTH_3",61,"T3",2021-09-29
"438","00186D1679",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"439","00186D1679",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"440","00186D1679",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"441","00186D1679",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"442","00186D167A",201,"WEIGHT_1",2,"LENGTH_1",57,"T1",2021-07-29
"443","00186D167A",201,"WEIGHT_2",5.5,"LENGTH_2",76,"T2",2021-08-30
"444","00186D167A",201,"WEIGHT_3",6.7,"LENGTH_3",82,"T3",2021-09-29
"445","00186D167A",201,"WEIGHT_4",7.6,"LENGTH_4",87,"T4",2021-11-04
"446","00186D167A",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"447","00186D167A",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"448","00186D167A",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"449","00186D167B",201,"WEIGHT_1",2.2,"LENGTH_1",58,"T1",2021-07-29
"450","00186D167B",201,"WEIGHT_2",5.3,"LENGTH_2",76,"T2",2021-08-30
"451","00186D167B",201,"WEIGHT_3",7.4,"LENGTH_3",85,"T3",2021-09-29
"452","00186D167B",201,"WEIGHT_4",15,"LENGTH_4",105,"T4",2021-11-04
"453","00186D167B",201,"WEIGHT_5",26.5,"LENGTH_5",125,"T5",2021-12-09
"454","00186D167B",201,"WEIGHT_6",40.8,"LENGTH_6",145,"T6",2022-01-06
"455","00186D167B",201,"WEIGHT_7",55.4,"LENGTH_7",155,"T7",2022-02-04
"456","00186D167C",151,"WEIGHT_1",1.9,"LENGTH_1",55,"T1",2021-07-29
"457","00186D167C",151,"WEIGHT_2",5.5,"LENGTH_2",80,"T2",2021-08-30
"458","00186D167C",151,"WEIGHT_3",14.5,"LENGTH_3",108,"T3",2021-09-29
"459","00186D167C",151,"WEIGHT_4",26.6,"LENGTH_4",133,"T4",2021-11-04
"460","00186D167C",151,"WEIGHT_5",39.4,"LENGTH_5",153,"T5",2021-12-09
"461","00186D167C",151,"WEIGHT_6",51.3,"LENGTH_6",168,"T6",2022-01-06
"462","00186D167C",151,"WEIGHT_7",125.1,"LENGTH_7",218,"T7",2022-03-30
"463","00186D167D",152,"WEIGHT_1",3.4,"LENGTH_1",69,"T1",2021-07-29
"464","00186D167D",152,"WEIGHT_2",9,"LENGTH_2",94,"T2",2021-08-30
"465","00186D167D",152,"WEIGHT_3",19.8,"LENGTH_3",120,"T3",2021-09-29
"466","00186D167D",152,"WEIGHT_4",38.8,"LENGTH_4",150,"T4",2021-11-04
"467","00186D167D",152,"WEIGHT_5",70.7,"LENGTH_5",178,"T5",2021-12-09
"468","00186D167D",152,"WEIGHT_6",101.5,"LENGTH_6",203,"T6",2022-01-06
"469","00186D167D",152,"WEIGHT_7",124,"LENGTH_7",219,"T7",2022-02-09
"470","00186D167E",201,"WEIGHT_1",2.8,"LENGTH_1",63,"T1",2021-07-29
"471","00186D167E",201,"WEIGHT_2",6.1,"LENGTH_2",81,"T2",2021-08-30
"472","00186D167E",201,"WEIGHT_3",11.6,"LENGTH_3",100,"T3",2021-09-29
"473","00186D167E",201,"WEIGHT_4",25,"LENGTH_4",127,"T4",2021-11-04
"474","00186D167E",201,"WEIGHT_5",48.2,"LENGTH_5",160,"T5",2021-12-09
"475","00186D167E",201,"WEIGHT_6",64,"LENGTH_6",175,"T6",2022-01-06
"476","00186D167E",201,"WEIGHT_7",116.1,"LENGTH_7",215,"T7",2022-03-30
"477","00186D167F",151,"WEIGHT_1",2.2,"LENGTH_1",62,"T1",2021-07-29
"478","00186D167F",151,"WEIGHT_2",5.9,"LENGTH_2",85,"T2",2021-08-30
"479","00186D167F",151,"WEIGHT_3",12.9,"LENGTH_3",107,"T3",2021-09-29
"480","00186D167F",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"481","00186D167F",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"482","00186D167F",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"483","00186D167F",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"484","00186D1680",202,"WEIGHT_1",2.9,"LENGTH_1",62,"T1",2021-07-29
"485","00186D1680",202,"WEIGHT_2",5.9,"LENGTH_2",79,"T2",2021-08-30
"486","00186D1680",202,"WEIGHT_3",4.4,"LENGTH_3",77,"T3",2021-09-29
"487","00186D1680",202,"WEIGHT_4",10,"LENGTH_4",82,"T4",2021-11-04
"488","00186D1680",202,"WEIGHT_5",10.7,"LENGTH_5",96,"T5",2021-12-09
"489","00186D1680",202,"WEIGHT_6",16.6,"LENGTH_6",110,"T6",2022-01-06
"490","00186D1680",202,"WEIGHT_7",36.9,"LENGTH_7",140,"T7",2022-03-30
"491","00186D1681",201,"WEIGHT_1",3.6,"LENGTH_1",69,"T1",2021-07-29
"492","00186D1681",201,"WEIGHT_2",6,"LENGTH_2",80,"T2",2021-08-30
"493","00186D1681",201,"WEIGHT_3",9.5,"LENGTH_3",94,"T3",2021-09-29
"494","00186D1681",201,"WEIGHT_4",17.1,"LENGTH_4",112,"T4",2021-11-04
"495","00186D1681",201,"WEIGHT_5",31.2,"LENGTH_5",140,"T5",2021-12-09
"496","00186D1681",201,"WEIGHT_6",41.5,"LENGTH_6",152,"T6",2022-01-06
"497","00186D1681",201,"WEIGHT_7",67.2,"LENGTH_7",176,"T7",2022-03-30
"498","00186D1682",152,"WEIGHT_1",1.8,"LENGTH_1",56,"T1",2021-07-29
"499","00186D1682",152,"WEIGHT_2",4.1,"LENGTH_2",73,"T2",2021-08-30
"500","00186D1682",152,"WEIGHT_3",11.1,"LENGTH_3",101,"T3",2021-09-29
"501","00186D1682",152,"WEIGHT_4",26,"LENGTH_4",134,"T4",2021-11-04
"502","00186D1682",152,"WEIGHT_5",49.6,"LENGTH_5",165,"T5",2021-12-09
"503","00186D1682",152,"WEIGHT_6",64.5,"LENGTH_6",184,"T6",2022-01-06
"504","00186D1682",152,"WEIGHT_7",172.9,"LENGTH_7",251,"T7",2022-03-30
"505","00186D1683",152,"WEIGHT_1",1.4,"LENGTH_1",51,"T1",2021-07-29
"506","00186D1683",152,"WEIGHT_2",3.8,"LENGTH_2",71,"T2",2021-08-30
"507","00186D1683",152,"WEIGHT_3",8.2,"LENGTH_3",91,"T3",2021-09-29
"508","00186D1683",152,"WEIGHT_4",14.7,"LENGTH_4",112,"T4",2021-11-04
"509","00186D1683",152,"WEIGHT_5",22.9,"LENGTH_5",130,"T5",2021-12-09
"510","00186D1683",152,"WEIGHT_6",32.7,"LENGTH_6",147,"T6",2022-01-06
"511","00186D1683",152,"WEIGHT_7",102.5,"LENGTH_7",216,"T7",2022-03-30
"512","00186D1684",202,"WEIGHT_1",1.5,"LENGTH_1",53,"T1",2021-07-29
"513","00186D1684",202,"WEIGHT_2",2.6,"LENGTH_2",63,"T2",2021-08-30
"514","00186D1684",202,"WEIGHT_3",2.3,"LENGTH_3",63,"T3",2021-09-29
"515","00186D1684",202,"WEIGHT_4",3.8,"LENGTH_4",70,"T4",2021-11-04
"516","00186D1684",202,"WEIGHT_5",4.8,"LENGTH_5",78,"T5",2021-12-09
"517","00186D1684",202,"WEIGHT_6",4.9,"LENGTH_6",79,"T6",2022-01-06
"518","00186D1684",202,"WEIGHT_7",6.7,"LENGTH_7",90,"T7",2022-03-30
"519","00186D1685",201,"WEIGHT_1",1.9,"LENGTH_1",56,"T1",2021-07-29
"520","00186D1685",201,"WEIGHT_2",4.1,"LENGTH_2",72,"T2",2021-08-30
"521","00186D1685",201,"WEIGHT_3",5.5,"LENGTH_3",79,"T3",2021-09-29
"522","00186D1685",201,"WEIGHT_4",12.5,"LENGTH_4",105,"T4",2021-11-04
"523","00186D1685",201,"WEIGHT_5",22.2,"LENGTH_5",128,"T5",2021-12-09
"524","00186D1685",201,"WEIGHT_6",32.3,"LENGTH_6",142,"T6",2022-01-06
"525","00186D1685",201,"WEIGHT_7",49.9,"LENGTH_7",165,"T7",2022-03-30
"526","00186D1686",202,"WEIGHT_1",1.7,"LENGTH_1",54,"T1",2021-07-29
"527","00186D1686",202,"WEIGHT_2",5,"LENGTH_2",73,"T2",2021-08-30
"528","00186D1686",202,"WEIGHT_3",6.3,"LENGTH_3",84,"T3",2021-09-29
"529","00186D1686",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"530","00186D1686",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"531","00186D1686",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"532","00186D1686",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"533","00186D1687",202,"WEIGHT_1",1.8,"LENGTH_1",57,"T1",2021-07-29
"534","00186D1687",202,"WEIGHT_2",3.2,"LENGTH_2",67,"T2",2021-08-30
"535","00186D1687",202,"WEIGHT_3",5.9,"LENGTH_3",81,"T3",2021-09-29
"536","00186D1687",202,"WEIGHT_4",11.9,"LENGTH_4",101,"T4",2021-11-04
"537","00186D1687",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"538","00186D1687",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"539","00186D1687",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"540","00186D1688",151,"WEIGHT_1",2.2,"LENGTH_1",59,"T1",2021-07-29
"541","00186D1688",151,"WEIGHT_2",4.1,"LENGTH_2",75,"T2",2021-08-30
"542","00186D1688",151,"WEIGHT_3",9.9,"LENGTH_3",99,"T3",2021-09-29
"543","00186D1688",151,"WEIGHT_4",25.5,"LENGTH_4",122,"T4",2021-11-04
"544","00186D1688",151,"WEIGHT_5",42.8,"LENGTH_5",153,"T5",2021-12-09
"545","00186D1688",151,"WEIGHT_6",70.9,"LENGTH_6",184,"T6",2022-01-06
"546","00186D1688",151,"WEIGHT_7",182.3,"LENGTH_7",240,"T7",2022-03-30
"547","00186D1689",202,"WEIGHT_1",2.2,"LENGTH_1",58,"T1",2021-07-29
"548","00186D1689",202,"WEIGHT_2",4.6,"LENGTH_2",73,"T2",2021-08-30
"549","00186D1689",202,"WEIGHT_3",7.6,"LENGTH_3",86,"T3",2021-09-29
"550","00186D1689",202,"WEIGHT_4",16.8,"LENGTH_4",110,"T4",2021-11-04
"551","00186D1689",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"552","00186D1689",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"553","00186D1689",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"554","00186D168A",202,"WEIGHT_1",1.6,"LENGTH_1",53,"T1",2021-07-29
"555","00186D168A",202,"WEIGHT_2",3.1,"LENGTH_2",65,"T2",2021-08-30
"556","00186D168A",202,"WEIGHT_3",4,"LENGTH_3",71,"T3",2021-09-29
"557","00186D168A",202,"WEIGHT_4",10.7,"LENGTH_4",98,"T4",2021-11-04
"558","00186D168A",202,"WEIGHT_5",24.4,"LENGTH_5",129,"T5",2021-12-09
"559","00186D168A",202,"WEIGHT_6",39.5,"LENGTH_6",154,"T6",2022-01-06
"560","00186D168A",202,"WEIGHT_7",98.7,"LENGTH_7",203,"T7",2022-03-30
"561","00186D168B",152,"WEIGHT_1",2.1,"LENGTH_1",58,"T1",2021-07-29
"562","00186D168B",152,"WEIGHT_2",5,"LENGTH_2",78,"T2",2021-08-30
"563","00186D168B",152,"WEIGHT_3",10.5,"LENGTH_3",98,"T3",2021-09-29
"564","00186D168B",152,"WEIGHT_4",18.2,"LENGTH_4",120,"T4",2021-11-04
"565","00186D168B",152,"WEIGHT_5",32.4,"LENGTH_5",145,"T5",2021-12-09
"566","00186D168B",152,"WEIGHT_6",50.6,"LENGTH_6",169,"T6",2022-01-06
"567","00186D168B",152,"WEIGHT_7",140.1,"LENGTH_7",238,"T7",2022-03-30
"568","00186D168C",151,"WEIGHT_1",3.1,"LENGTH_1",66,"T1",2021-07-29
"569","00186D168C",151,"WEIGHT_2",7.8,"LENGTH_2",91,"T2",2021-08-30
"570","00186D168C",151,"WEIGHT_3",20.4,"LENGTH_3",124,"T3",2021-09-29
"571","00186D168C",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"572","00186D168C",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"573","00186D168C",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"574","00186D168C",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"575","00186D168D",201,"WEIGHT_1",2.7,"LENGTH_1",62,"T1",2021-07-29
"576","00186D168D",201,"WEIGHT_2",6.5,"LENGTH_2",83,"T2",2021-08-30
"577","00186D168D",201,"WEIGHT_3",9.9,"LENGTH_3",96,"T3",2021-09-29
"578","00186D168D",201,"WEIGHT_4",21.4,"LENGTH_4",121,"T4",2021-11-04
"579","00186D168D",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"580","00186D168D",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"581","00186D168D",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"582","00186D168E",151,"WEIGHT_1",2.8,"LENGTH_1",64,"T1",2021-07-29
"583","00186D168E",151,"WEIGHT_2",7.3,"LENGTH_2",88,"T2",2021-08-30
"584","00186D168E",151,"WEIGHT_3",15.9,"LENGTH_3",112,"T3",2021-09-29
"585","00186D168E",151,"WEIGHT_4",35.6,"LENGTH_4",146,"T4",2021-11-04
"586","00186D168E",151,"WEIGHT_5",67.6,"LENGTH_5",181,"T5",2021-12-09
"587","00186D168E",151,"WEIGHT_6",106.8,"LENGTH_6",211,"T6",2022-01-06
"588","00186D168E",151,"WEIGHT_7",146.7,"LENGTH_7",230,"T7",2022-02-04
"589","00186D168F",152,"WEIGHT_1",1.9,"LENGTH_1",57,"T1",2021-07-29
"590","00186D168F",152,"WEIGHT_2",3.6,"LENGTH_2",71,"T2",2021-08-21
"591","00186D168F",152,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"592","00186D168F",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"593","00186D168F",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"594","00186D168F",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"595","00186D168F",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"596","00186D1690",151,"WEIGHT_1",2,"LENGTH_1",57,"T1",2021-07-29
"597","00186D1690",151,"WEIGHT_2",5.1,"LENGTH_2",77,"T2",2021-08-30
"598","00186D1690",151,"WEIGHT_3",13.8,"LENGTH_3",107,"T3",2021-09-29
"599","00186D1690",151,"WEIGHT_4",24.1,"LENGTH_4",130,"T4",2021-11-04
"600","00186D1690",151,"WEIGHT_5",45.4,"LENGTH_5",160,"T5",2021-12-09
"601","00186D1690",151,"WEIGHT_6",76.2,"LENGTH_6",188,"T6",2022-01-06
"602","00186D1690",151,"WEIGHT_7",209.6,"LENGTH_7",255,"T7",2022-03-30
