"","X","TAGNUMBER","tank","condition1","WEIGHT","condition2","LENGTH","time_step","TIME","condition4","Days_in_Exp","ConditionFactor","temp","rdate","ConditionFactor_relative","residuals","residuals.log"
"201",201,"00186D1653","201","WEIGHT_1",3.1,"LENGTH_1",65,"T1","2021-07-29","Day_in_Exp_T1",0,1.12881201638598,"20",2021-07-29,0.962773191025285,0.0560737577857923,0.026860575988436
"202",202,"00186D1653","201","WEIGHT_2",6.8,"LENGTH_2",86,"T2","2021-08-25","Day_in_Exp_T2",20,1.06908825637994,"20",2021-08-25,0.89039187970969,-0.07022377090267,-0.0321474350735806
"209",209,"00186D1654","152","WEIGHT_1",2.8,"LENGTH_1",62,"T1","2021-07-29","Day_in_Exp_T1",0,1.17485146520761,"15",2021-07-29,1.00607340598533,0.086649578233444,0.0394622631616114
"210",210,"00186D1654","152","WEIGHT_2",7.9,"LENGTH_2",88,"T2","2021-08-30","Day_in_Exp_T2",20,1.15925525920361,"15",2021-08-30,0.963602787625456,0.056104996596176,0.0264338990652893
"211",211,"00186D1654","152","WEIGHT_3",18.7,"LENGTH_3",118,"T3","2021-09-29","Day_in_Exp_T3",62,1.13813973191027,"15",2021-09-29,0.922753314829123,0.0119941884404573,0.00588980438430489
"212",212,"00186D1654","152","WEIGHT_4",36.5,"LENGTH_4",147,"T4","2021-11-04","Day_in_Exp_T4",98,1.14905511466468,"15",2021-11-04,0.914363511369555,-0.00111703411865527,-0.000240020904554952
"213",213,"00186D1654","152","WEIGHT_5",66,"LENGTH_5",180,"T5","2021-12-09","Day_in_Exp_T5",133,1.13168724279835,"15",2021-12-09,0.885173201604226,-0.0326840129842417,-0.0151203144402592
"214",214,"00186D1654","152","WEIGHT_6",91.6,"LENGTH_6",204,"T6","2022-01-06","Day_in_Exp_T6",161,1.07895907305637,"15",2022-01-06,0.834999868635039,-0.0729165427305477,-0.0322003599067282
"216",216,"00186D1654","152","WEIGHT_8",207.7,"LENGTH_8",265,"T8","2022-03-30","Day_in_Exp_T8",244,1.11608912054918,"15",2022-03-30,0.844739836854484,-0.0507424146857793,-0.024097011976713
"217",217,"00186D1655","202","WEIGHT_1",3.7,"LENGTH_1",71,"T1","2021-07-29","Day_in_Exp_T1",0,1.03377655338897,"20",2021-07-29,0.875124249613205,-0.0158304475280756,-0.00801460403235604
"218",218,"00186D1655","202","WEIGHT_2",8.3,"LENGTH_2",90,"T2","2021-08-30","Day_in_Exp_T2",20,1.13854595336077,"20",2021-08-30,0.944582620680346,-0.000288293833801023,9.04153639695177e-05
"219",219,"00186D1655","202","WEIGHT_3",14.7,"LENGTH_3",111,"T3","2021-09-29","Day_in_Exp_T3",62,1.0748513305124,"20",2021-09-29,0.875983538937852,-0.0151991909667653,-0.00739454919889703
"220",220,"00186D1655","202","WEIGHT_4",28.8,"LENGTH_4",135,"T4","2021-11-04","Day_in_Exp_T4",98,1.1705532693187,"20",2021-11-04,0.938237553728187,-0.0143293712274536,-0.0052430748913636
"221",221,"00186D1655","202","WEIGHT_5",58.5,"LENGTH_5",169,"T5","2021-12-09","Day_in_Exp_T5",133,1.21198083454307,"20",2021-12-09,0.953071279348882,0.0160842066521999,0.00817115171426556
"222",222,"00186D1655","202","WEIGHT_6",71.8,"LENGTH_6",186,"T6","2022-01-06","Day_in_Exp_T6",161,1.1157980846813,"20",2022-01-06,0.870316087392097,-0.0559042205567616,-0.0260108050778428
"224",224,"00186D1655","202","WEIGHT_8",140.2,"LENGTH_8",225,"T8","2022-03-30","Day_in_Exp_T8",244,1.23083676268861,"20",2022-03-30,0.944636984831742,0.0251696644504699,0.0169609942731572
"225",225,"00186D1656","202","WEIGHT_1",2,"LENGTH_1",57,"T1","2021-07-29","Day_in_Exp_T1",0,1.07995442592323,"20",2021-07-29,0.931442533910014,0.0055863630625792,0.00246250381722275
"226",226,"00186D1656","202","WEIGHT_2",5.6,"LENGTH_2",79,"T2","2021-08-30","Day_in_Exp_T2",20,1.13581278560114,"20",2021-08-30,0.952814703433504,-0.0269576847867975,-0.0127503248127171
"227",227,"00186D1656","202","WEIGHT_3",9.9,"LENGTH_3",95,"T3","2021-09-29","Day_in_Exp_T3",62,1.15468727219711,"20",2021-09-29,0.953581621538376,0.0274974179276052,0.012858138095101
"228",228,"00186D1656","202","WEIGHT_4",25.9,"LENGTH_4",129,"T4","2021-11-04","Day_in_Exp_T4",98,1.20650918693858,"20",2021-11-04,0.970801654491335,-0.0166667441704588,-0.00703461883155041
"229",229,"00186D1656","202","WEIGHT_5",51,"LENGTH_5",160,"T5","2021-12-09","Day_in_Exp_T5",133,1.2451171875,"20",2021-12-09,0.983694016236139,0.0118054698333029,0.00529655917355775
"230",230,"00186D1656","202","WEIGHT_6",74.7,"LENGTH_6",180,"T6","2022-01-06","Day_in_Exp_T6",161,1.28086419753086,"20",2022-01-06,1.00185512363387,0.0407333419788614,0.0185078673677098
"233",233,"00186D1657","152","WEIGHT_1",3.6,"LENGTH_1",69,"T1","2021-07-29","Day_in_Exp_T1",0,1.09586038738665,"15",2021-07-29,0.929935989827793,0.00424126167727124,0.00215969637484293
"234",234,"00186D1657","152","WEIGHT_2",8.7,"LENGTH_2",92,"T2","2021-08-24","Day_in_Exp_T2",20,1.11726391057779,"15",2021-08-24,0.925196125237044,0.0114274338091293,0.00564370322618159
"241",241,"00186D1658","152","WEIGHT_1",1.9,"LENGTH_1",58,"T1","2021-07-29","Day_in_Exp_T1",0,0.973799663782853,"15",2021-07-29,0.838645152074227,-0.0526106170673285,-0.0239969368482491
"242",242,"00186D1658","152","WEIGHT_2",3.9,"LENGTH_2",73,"T2","2021-08-24","Day_in_Exp_T2",20,1.00252688185863,"15",2021-08-24,0.846668853359894,-0.0326608790590539,-0.0141583366679111
"249",249,"00186D1659","202","WEIGHT_1",2.1,"LENGTH_1",57,"T1","2021-07-29","Day_in_Exp_T1",0,1.13395214721939,"20",2021-07-29,0.978014660605515,0.062183341856123,0.0299417927144858
"250",250,"00186D1659","202","WEIGHT_2",4.9,"LENGTH_2",77,"T2","2021-08-30","Day_in_Exp_T2",20,1.07330685843083,"20",2021-08-30,0.902344120439669,-0.0674034156825897,-0.0300965924891735
"251",251,"00186D1659","202","WEIGHT_3",4,"LENGTH_3",76,"T3","2021-09-29","Day_in_Exp_T3",62,0.911211546872722,"20",2021-09-29,0.766919992133877,-0.149139359378851,-0.0754596852173074
"252",252,"00186D1659","202","WEIGHT_4",7.5,"LENGTH_4",85,"T4","2021-11-04","Day_in_Exp_T4",98,1.22124974557297,"20",2021-11-04,1.01813150764182,0.0406879610780696,0.0199287407508128
"253",253,"00186D1659","202","WEIGHT_5",21.9,"LENGTH_5",120,"T5","2021-12-09","Day_in_Exp_T5",133,1.26736111111111,"20",2021-12-09,1.02605341645456,0.0641897221497679,0.02989649017967
"254",254,"00186D1659","202","WEIGHT_6",41.3,"LENGTH_6",148,"T6","2022-01-06","Day_in_Exp_T6",161,1.27398673326358,"20",2022-01-06,1.01319411751368,0.0620971879567069,0.0296855932862926
"257",257,"00186D165A","152","WEIGHT_1",2,"LENGTH_1",56,"T1","2021-07-29","Day_in_Exp_T1",0,1.13884839650146,"15",2021-07-29,0.983716446598266,0.0417763115794548,0.0185103562903821
"258",258,"00186D165A","152","WEIGHT_2",5.6,"LENGTH_2",80,"T2","2021-08-30","Day_in_Exp_T2",20,1.09375,"15",2021-08-30,0.916548428543069,-0.0134656697531349,-0.00650090148680393
"259",259,"00186D165A","152","WEIGHT_3",12.9,"LENGTH_3",103,"T3","2021-09-29","Day_in_Exp_T3",62,1.18053274056558,"15",2021-09-29,0.968248587460995,0.034973153805406,0.015598892490019
"265",265,"00186D165B","202","WEIGHT_1",1.7,"LENGTH_1",53,"T1","2021-07-29","Day_in_Exp_T1",0,1.14188222492393,"20",2021-07-29,0.990963968173277,0.067534796341208,0.0307200334033145
"266",266,"00186D165B","202","WEIGHT_2",2.9,"LENGTH_2",63,"T2","2021-08-30","Day_in_Exp_T2",20,1.15978196099133,"20",2021-08-30,0.991818952364668,0.014473563159733,0.00602935948734808
"267",267,"00186D165B","202","WEIGHT_3",4.5,"LENGTH_3",75,"T3","2021-09-29","Day_in_Exp_T3",62,1.06666666666667,"20",2021-09-29,0.898769893456764,-0.0248873111386411,-0.0114954861338073
"268",268,"00186D165B","202","WEIGHT_4",13.3,"LENGTH_4",105,"T4","2021-11-04","Day_in_Exp_T4",98,1.14890400604686,"20",2021-11-04,0.940768252961414,-0.0442731466850144,-0.0193267414626951
"269",269,"00186D165B","202","WEIGHT_5",24.6,"LENGTH_5",126,"T5","2021-12-09","Day_in_Exp_T5",133,1.22976880346495,"20",2021-12-09,0.991498303435903,0.022036756048433,0.0100842368254441
"273",273,"00186D165C","201","WEIGHT_1",2.2,"LENGTH_1",57,"T1","2021-07-29","Day_in_Exp_T1",0,1.18794986851555,"20",2021-07-29,1.02458678730102,0.030643087826547,0.0128644343427797
"274",274,"00186D165C","201","WEIGHT_2",4.5,"LENGTH_2",71,"T2","2021-08-30","Day_in_Exp_T2",20,1.25729580817578,"20",2021-08-30,1.06434030358363,0.0164803867362928,0.00433097815642267
"275",275,"00186D165C","201","WEIGHT_3",8.2,"LENGTH_3",88,"T3","2021-09-29","Day_in_Exp_T3",62,1.20327761081893,"20",2021-09-29,1.00019529854794,0.00602356631013645,0.00259431998142466
"276",276,"00186D165C","201","WEIGHT_4",22.4,"LENGTH_4",118,"T4","2021-11-04","Day_in_Exp_T4",98,1.36333315480161,"20",2021-11-04,1.10533017391296,0.0497742466241318,0.0183361445224786
"277",277,"00186D165C","201","WEIGHT_5",42,"LENGTH_5",146,"T5","2021-12-09","Day_in_Exp_T5",133,1.34955541788662,"20",2021-12-09,1.0745354065268,0.0345593314969284,0.0126665052393932
"278",278,"00186D165C","201","WEIGHT_6",55.6,"LENGTH_6",157,"T6","2022-01-06","Day_in_Exp_T6",161,1.43673223006424,"20",2022-01-06,1.13690549064771,0.107696180365666,0.0424365530629137
"280",280,"00186D165C","201","WEIGHT_8",94.2,"LENGTH_8",193,"T8","2022-03-30","Day_in_Exp_T8",244,1.31032484510834,"20",2022-03-30,1.01884144823758,-0.00361487447688158,0.00220265909117936
"281",281,"00186D165E","201","WEIGHT_1",2.1,"LENGTH_1",58,"T1","2021-07-29","Day_in_Exp_T1",0,1.07630489154947,"20",2021-07-29,0.926923589134672,-0.00102581384628864,-0.000214521058637826
"282",282,"00186D165E","201","WEIGHT_2",4,"LENGTH_2",71,"T2","2021-08-30","Day_in_Exp_T2",20,1.11759627393402,"20",2021-08-30,0.946080269852114,-0.0357853505017128,-0.0163956832120636
"283",283,"00186D165E","201","WEIGHT_3",5.7,"LENGTH_3",80,"T3","2021-09-29","Day_in_Exp_T3",62,1.11328125,"20",2021-09-29,0.932915364767052,0.00473792902275583,0.00277761806221868
"284",284,"00186D165E","201","WEIGHT_4",9.4,"LENGTH_4",90,"T4","2021-11-04","Day_in_Exp_T4",98,1.28943758573388,"20",2021-11-04,1.06976826920425,0.0802066384089283,0.0345596917859891
"289",289,"00186D165F","201","WEIGHT_1",2.6,"LENGTH_1",62,"T1","2021-07-29","Day_in_Exp_T1",0,1.09093350340707,"20",2021-07-29,0.934211019843522,-0.00186770564681105,0.000282532931564768
"290",290,"00186D165F","201","WEIGHT_2",6.6,"LENGTH_2",83,"T2","2021-08-30","Day_in_Exp_T2",20,1.1542759803913,"20",2021-08-30,0.964246387683658,-0.0257485551795409,-0.0110396454662426
"291",291,"00186D165F","201","WEIGHT_3",14,"LENGTH_3",110,"T3","2021-09-29","Day_in_Exp_T3",62,1.05184072126221,"20",2021-09-29,0.857889993018265,-0.0784167652354034,-0.0365370230612572
"292",292,"00186D165F","201","WEIGHT_4",28.2,"LENGTH_4",132,"T4","2021-11-04","Day_in_Exp_T4",98,1.22610401536021,"20",2021-11-04,0.984642394143547,-0.0130485591611451,-0.0043554869303223
"293",293,"00186D165F","201","WEIGHT_5",61.1,"LENGTH_5",160,"T5","2021-12-09","Day_in_Exp_T5",133,1.49169921875,"20",2021-12-09,1.17850400768682,0.196392906641091,0.0802987024781581
"294",294,"00186D165F","201","WEIGHT_6",92.2,"LENGTH_6",195,"T6","2022-01-06","Day_in_Exp_T6",161,1.24344645054704,"20",2022-01-06,0.965993368469211,-0.00535096782870004,-0.00079180204374589
"297",297,"00186D1660","201","WEIGHT_1",3,"LENGTH_1",63,"T1","2021-07-29","Day_in_Exp_T1",0,1.19977444240483,"20",2021-07-29,1.02601960589448,0.0965394408983408,0.0430594195569589
"298",298,"00186D1660","201","WEIGHT_2",4.9,"LENGTH_2",76,"T2","2021-08-25","Day_in_Exp_T2",20,1.11623414491908,"20",2021-08-25,0.939476990363999,-0.0439193920050113,-0.0202753053469147
"305",305,"00186D1661","202","WEIGHT_1",2.6,"LENGTH_1",63,"T1","2021-07-29","Day_in_Exp_T1",0,1.03980451675085,"20",2021-07-29,0.88921699177522,0.00515282948263629,0.00269519846037092
"306",306,"00186D1661","202","WEIGHT_2",5.5,"LENGTH_2",78,"T2","2021-08-30","Day_in_Exp_T2",20,1.15898784537838,"20",2021-08-30,0.973309226271186,0.035328846605736,0.016873072657181
"307",307,"00186D1661","202","WEIGHT_3",8.7,"LENGTH_3",90,"T3","2021-09-29","Day_in_Exp_T3",62,1.19341563786008,"20",2021-09-29,0.990104674689038,0.105812479633118,0.0495623844629227
"308",308,"00186D1661","202","WEIGHT_4",14.5,"LENGTH_4",109,"T4","2021-11-04","Day_in_Exp_T4",98,1.11966604608854,"20",2021-11-04,0.913918052745055,-0.0317583373618874,-0.0128768629004933
"309",309,"00186D1661","202","WEIGHT_5",22.7,"LENGTH_5",129,"T5","2021-12-09","Day_in_Exp_T5",133,1.05744241480718,"20",2021-12-09,0.850857048531016,-0.0792394893169687,-0.0373258618599362
"310",310,"00186D1661","202","WEIGHT_6",30.1,"LENGTH_6",142,"T6","2022-01-06","Day_in_Exp_T6",161,1.05123899516919,"20",2022-01-06,0.838990325919788,-0.0803394471803731,-0.0381590953809006
"312",312,"00186D1661","202","WEIGHT_8",65.4,"LENGTH_8",180,"T8","2022-03-30","Day_in_Exp_T8",244,1.12139917695473,"20",2022-03-30,0.877126172498733,-0.035450613033842,-0.0114701130485048
"313",313,"00186D1662","201","WEIGHT_1",2,"LENGTH_1",58,"T1","2021-07-29","Day_in_Exp_T1",0,1.02505227766616,"20",2021-07-29,0.882784370604449,-0.00635580377617306,-0.002836425086819
"314",314,"00186D1662","201","WEIGHT_2",4,"LENGTH_2",70,"T2","2021-08-30","Day_in_Exp_T2",20,1.16618075801749,"20",2021-08-30,0.988399547451302,0.0453431556978133,0.0211762641840581
"315",315,"00186D1662","201","WEIGHT_3",3.3,"LENGTH_3",70,"T3","2021-09-29","Day_in_Exp_T3",62,0.962099125364431,"20",2021-09-29,0.815429626647324,-0.0739385804966342,-0.0371107462644647
"316",316,"00186D1662","201","WEIGHT_4",4.5,"LENGTH_4",76,"T4","2021-11-04","Day_in_Exp_T4",98,1.02511299023181,"20",2021-11-04,0.862784991150611,-0.0879674110443701,-0.0402600435625329
"317",317,"00186D1662","201","WEIGHT_5",9.7,"LENGTH_5",93,"T5","2021-12-09","Day_in_Exp_T5",133,1.20593219180041,"20",2021-12-09,0.997704286197189,0.0625317362611657,0.029440869034488
"318",318,"00186D1662","201","WEIGHT_6",17.8,"LENGTH_6",117,"T6","2022-01-06","Day_in_Exp_T6",161,1.11137959045038,"20",2022-01-06,0.901709445174789,-0.0226963400134109,-0.00922793589402059
"320",320,"00186D1662","201","WEIGHT_8",60.6,"LENGTH_8",172,"T8","2022-03-30","Day_in_Exp_T8",244,1.19093287383501,"20",2022-03-30,0.935120042700489,0.0174672450798756,0.0139566761644339
"321",321,"00186D1663","202","WEIGHT_1",1.5,"LENGTH_1",52,"T1","2021-07-29","Day_in_Exp_T1",0,1.0667956304051,"20",2021-07-29,0.927301460809426,0.0118599394860557,0.00517576206100804
"322",322,"00186D1663","202","WEIGHT_2",3.1,"LENGTH_2",65,"T2","2021-08-30","Day_in_Exp_T2",20,1.12881201638598,"20",2021-08-30,0.962773191025285,-0.00658454767095118,-0.00358640638103773
"323",323,"00186D1663","202","WEIGHT_3",4,"LENGTH_3",71,"T3","2021-09-29","Day_in_Exp_T3",62,1.11759627393402,"20",2021-09-29,0.946080269852114,0.0304107157654075,0.0140766315590665
"324",324,"00186D1663","202","WEIGHT_4",7.3,"LENGTH_4",84,"T4","2021-11-04","Day_in_Exp_T4",98,1.23164345103121,"20",2021-11-04,1.02782993616081,0.0507761870230785,0.0224045161957365
"325",325,"00186D1663","202","WEIGHT_5",12.6,"LENGTH_5",103,"T5","2021-12-09","Day_in_Exp_T5",133,1.15307849078498,"20",2021-12-09,0.945731178450274,-0.0157427184284967,-0.00714738331293936
"326",326,"00186D1663","202","WEIGHT_6",15.3,"LENGTH_6",112,"T6","2022-01-06","Day_in_Exp_T6",161,1.08902377915452,"20",2022-01-06,0.886857474987104,-0.0638496571438439,-0.0297948451080964
"328",328,"00186D1663","202","WEIGHT_8",40.3,"LENGTH_8",150,"T8","2022-03-30","Day_in_Exp_T8",244,1.19407407407407,"20",2022-03-30,0.948557171751856,0.00460302718849392,0.00679870139008977
"329",329,"00186D1664","151","WEIGHT_1",1.5,"LENGTH_1",50,"T1","2021-07-29","Day_in_Exp_T1",0,1.2,"15",2021-07-29,1.04657123907477,0.078591304614394,0.0329239450938155
"330",330,"00186D1664","151","WEIGHT_2",3.3,"LENGTH_2",68,"T2","2021-08-30","Day_in_Exp_T2",20,1.04951150010177,"15",2021-08-30,0.891710630661244,-0.0643432670765262,-0.0309176489694866
"331",331,"00186D1664","151","WEIGHT_3",9.2,"LENGTH_3",93,"T3","2021-09-29","Day_in_Exp_T3",62,1.14377073861482,"15",2021-09-29,0.946276230207643,-0.0130390028895133,-0.00685532306288517
"332",332,"00186D1664","151","WEIGHT_4",18.4,"LENGTH_4",116,"T4","2021-11-04","Day_in_Exp_T4",98,1.17881011931609,"15",2021-11-04,0.957116771129619,-0.00691988106708141,-0.00407142592516672
"333",333,"00186D1664","151","WEIGHT_5",34.9,"LENGTH_5",141,"T5","2021-12-09","Day_in_Exp_T5",133,1.24499638094892,"15",2021-12-09,0.994224507916675,0.0278111866197166,0.011658448172151
"334",334,"00186D1664","151","WEIGHT_6",66.8,"LENGTH_6",172,"T6","2022-01-06","Day_in_Exp_T6",161,1.31277749129008,"15",2022-01-06,1.03079239030351,0.0743198722294321,0.0356069921933231
"336",336,"00186D1664","151","WEIGHT_8",178.8,"LENGTH_8",240,"T8","2022-03-30","Day_in_Exp_T8",244,1.29340277777778,"15",2022-03-30,0.98722429325244,0.0431859350036858,0.0199184018560812
"337",337,"00186D1665","151","WEIGHT_1",3,"LENGTH_1",65,"T1","2021-07-29","Day_in_Exp_T1",0,1.09239872553482,"15",2021-07-29,0.931715991314792,0.0280090023898464,0.0136498166057756
"338",338,"00186D1665","151","WEIGHT_2",7.4,"LENGTH_2",89,"T2","2021-08-30","Day_in_Exp_T2",20,1.04969154672049,"15",2021-08-30,0.871692981471026,-0.0200879707313123,-0.00956692620264448
"339",339,"00186D1665","151","WEIGHT_3",18.8,"LENGTH_3",120,"T3","2021-09-29","Day_in_Exp_T3",62,1.08796296296296,"15",2021-09-29,0.880812978508938,-0.0142293090527861,-0.00677843119822274
"340",340,"00186D1665","151","WEIGHT_4",37.1,"LENGTH_4",150,"T4","2021-11-04","Day_in_Exp_T4",98,1.09925925925926,"15",2021-11-04,0.873237495582974,-0.026526211078295,-0.01269285902682
"341",341,"00186D1665","151","WEIGHT_5",72.5,"LENGTH_5",185,"T5","2021-12-09","Day_in_Exp_T5",133,1.14504570311729,"15",2021-12-09,0.893538406807281,-0.00860196895424592,-0.00350167408291533
"342",342,"00186D1665","151","WEIGHT_6",109.3,"LENGTH_6",212,"T6","2022-01-06","Day_in_Exp_T6",161,1.14712984544288,"15",2022-01-06,0.884858915403295,-0.00734065713535081,0.000520937126640836
"345",345,"00186D1666","151","WEIGHT_1",3.1,"LENGTH_1",65,"T1","2021-07-29","Day_in_Exp_T1",0,1.12881201638598,"15",2021-07-29,0.962773191025285,0.01869246699495,0.00800197467388953
"346",346,"00186D1666","151","WEIGHT_2",8.4,"LENGTH_2",90,"T2","2021-08-30","Day_in_Exp_T2",20,1.1522633744856,"15",2021-08-30,0.955963134182519,0.0238084468747909,0.0106223879610034
"347",347,"00186D1666","151","WEIGHT_3",23.3,"LENGTH_3",125,"T3","2021-09-29","Day_in_Exp_T3",62,1.19296,"15",2021-09-29,0.962472946130861,0.0270569234637468,0.0118381134446886
"353",353,"00186D1667","152","WEIGHT_1",2.5,"LENGTH_1",61,"T1","2021-07-29","Day_in_Exp_T1",0,1.10141377472123,"15",2021-07-29,0.944490225245145,0.0448329464037234,0.0227456105145566
"354",354,"00186D1667","152","WEIGHT_2",6,"LENGTH_2",85,"T2","2021-08-30","Day_in_Exp_T2",20,0.976999796458376,"15",2021-08-30,0.814505206113456,-0.073226036005358,-0.0358547351576016
"355",355,"00186D1667","152","WEIGHT_3",17.2,"LENGTH_3",116,"T3","2021-09-29","Day_in_Exp_T3",62,1.10193119849112,"15",2021-09-29,0.894696112142905,0.00370353466470508,0.00319528945893807
"356",356,"00186D1667","152","WEIGHT_4",32.9,"LENGTH_4",145,"T4","2021-11-04","Day_in_Exp_T4",98,1.07917503792693,"15",2021-11-04,0.859756783409844,-0.0359572131679008,-0.0162677476786
"361",361,"00186D1668","201","WEIGHT_1",1.2,"LENGTH_1",51,"T1","2021-07-29","Day_in_Exp_T1",0,0.904629441165163,"20",2021-07-29,0.787639073751106,-0.0909365783517522,-0.0460659644986509
"362",362,"00186D1668","201","WEIGHT_2",2.5,"LENGTH_2",62,"T2","2021-08-30","Day_in_Exp_T2",20,1.0489745225068,"20",2021-08-30,0.898279826772617,-0.0342120427031075,-0.0140467838050009
"363",363,"00186D1668","201","WEIGHT_3",3.7,"LENGTH_3",70,"T3","2021-09-29","Day_in_Exp_T3",62,1.07871720116618,"20",2021-09-29,0.914269581392454,0.0354658965262601,0.0188748812496395
"364",364,"00186D1668","201","WEIGHT_4",5.6,"LENGTH_4",78,"T4","2021-11-04","Day_in_Exp_T4",98,1.18006035165798,"20",2021-11-04,0.991005757657935,0.0508178777407177,0.0262113958794296
"365",365,"00186D1668","201","WEIGHT_5",9,"LENGTH_5",95,"T5","2021-12-09","Day_in_Exp_T5",133,1.04971570199738,"20",2021-12-09,0.866892383216706,-0.0577156444415534,-0.0252979384946409
"369",369,"00186D1669","201","WEIGHT_1",1.4,"LENGTH_1",50,"T1","2021-07-29","Day_in_Exp_T1",0,1.12,"20",2021-07-29,0.976799823136454,0.0798050657410296,0.0394931141072252
"370",370,"00186D1669","201","WEIGHT_2",2.7,"LENGTH_2",62,"T2","2021-08-30","Day_in_Exp_T2",20,1.13289248430734,"20",2021-08-30,0.970142212914426,0.019231238146136,0.011457730771696
"371",371,"00186D1669","201","WEIGHT_3",2,"LENGTH_3",61,"T3","2021-09-29","Day_in_Exp_T3",62,0.881131019776986,"20",2021-09-29,0.755592180196116,-0.141630609962644,-0.0718311756278609
"377",377,"00186D166A","152","WEIGHT_1",2.3,"LENGTH_1",59,"T1","2021-07-29","Day_in_Exp_T1",0,1.11988080572989,"15",2021-07-29,0.963051207484969,0.0467480785510255,0.0216992096195051
"378",378,"00186D166A","152","WEIGHT_2",4.6,"LENGTH_2",75,"T2","2021-08-30","Day_in_Exp_T2",20,1.09037037037037,"15",2021-08-30,0.918742557755803,0.0143654655444665,0.00694692107271915
"379",379,"00186D166A","152","WEIGHT_3",9.6,"LENGTH_3",95,"T3","2021-09-29","Day_in_Exp_T3",62,1.1196967487972,"15",2021-09-29,0.924685208764486,0.0170467811937639,0.00801533670709743
"380",380,"00186D166A","152","WEIGHT_4",15.1,"LENGTH_4",112,"T4","2021-11-04","Day_in_Exp_T4",98,1.07478817419825,"15",2021-11-04,0.875264566817338,-0.0370952798529286,-0.0180023247108256
"381",381,"00186D166A","152","WEIGHT_5",21,"LENGTH_5",125,"T5","2021-12-09","Day_in_Exp_T5",133,1.0752,"15",2021-12-09,0.867464887070733,-0.0472716286997918,-0.0226794315379418
"382",382,"00186D166A","152","WEIGHT_6",27.6,"LENGTH_6",135,"T6","2022-01-06","Day_in_Exp_T6",161,1.12178021643042,"15",2022-01-06,0.899144322322845,-0.0056513902247981,0.00115987478886451
