"","TAGNUMBER","TANK_Real","condition1","WEIGHT","condition2","LENGTH","condition3","TIME","condition4","Days_in_Exp"
"227","00186D1656",202,"WEIGHT_3",9.9,"LENGTH_3",95,"T3",2021-09-29,"Day_in_Exp_T3",62
"228","00186D1656",202,"WEIGHT_4",25.9,"LENGTH_4",129,"T4",2021-11-04,"Day_in_Exp_T4",98
"229","00186D1656",202,"WEIGHT_5",51,"LENGTH_5",160,"T5",2021-12-09,"Day_in_Exp_T5",133
"230","00186D1656",202,"WEIGHT_6",74.7,"LENGTH_6",180,"T6",2022-01-06,"Day_in_Exp_T6",161
"231","00186D1656",202,"WEIGHT_7",96.1,"LENGTH_7",192,"T7",2022-02-04,"Day_in_Exp_T7",190
"232","00186D1656",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"233","00186D1657",152,"WEIGHT_1",3.6,"LENGTH_1",69,"T1",2021-07-29,"Day_in_Exp_T1",0
"234","00186D1657",152,"WEIGHT_2",8.7,"LENGTH_2",92,"T2",2021-08-24,"Day_in_Exp_T2",20
"235","00186D1657",152,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"236","00186D1657",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"237","00186D1657",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"238","00186D1657",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"239","00186D1657",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"240","00186D1657",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"241","00186D1658",152,"WEIGHT_1",1.9,"LENGTH_1",58,"T1",2021-07-29,"Day_in_Exp_T1",0
"242","00186D1658",152,"WEIGHT_2",3.9,"LENGTH_2",73,"T2",2021-08-24,"Day_in_Exp_T2",20
"243","00186D1658",152,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"244","00186D1658",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"245","00186D1658",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"246","00186D1658",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"247","00186D1658",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"248","00186D1658",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"249","00186D1659",202,"WEIGHT_1",2.1,"LENGTH_1",57,"T1",2021-07-29,"Day_in_Exp_T1",0
"250","00186D1659",202,"WEIGHT_2",4.9,"LENGTH_2",77,"T2",2021-08-30,"Day_in_Exp_T2",20
"251","00186D1659",202,"WEIGHT_3",4,"LENGTH_3",76,"T3",2021-09-29,"Day_in_Exp_T3",62
"252","00186D1659",202,"WEIGHT_4",7.5,"LENGTH_4",85,"T4",2021-11-04,"Day_in_Exp_T4",98
"253","00186D1659",202,"WEIGHT_5",21.9,"LENGTH_5",120,"T5",2021-12-09,"Day_in_Exp_T5",133
"254","00186D1659",202,"WEIGHT_6",41.3,"LENGTH_6",148,"T6",2022-01-06,"Day_in_Exp_T6",161
"255","00186D1659",202,"WEIGHT_7",85.8,"LENGTH_7",175,"T7",2022-02-04,"Day_in_Exp_T7",190
"256","00186D1659",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"257","00186D165A",152,"WEIGHT_1",2,"LENGTH_1",56,"T1",2021-07-29,"Day_in_Exp_T1",0
"258","00186D165A",152,"WEIGHT_2",5.6,"LENGTH_2",80,"T2",2021-08-30,"Day_in_Exp_T2",20
"259","00186D165A",152,"WEIGHT_3",12.9,"LENGTH_3",103,"T3",2021-09-29,"Day_in_Exp_T3",62
"260","00186D165A",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"261","00186D165A",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"262","00186D165A",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"263","00186D165A",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"264","00186D165A",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"265","00186D165B",202,"WEIGHT_1",1.7,"LENGTH_1",53,"T1",2021-07-29,"Day_in_Exp_T1",0
"266","00186D165B",202,"WEIGHT_2",2.9,"LENGTH_2",63,"T2",2021-08-30,"Day_in_Exp_T2",20
"267","00186D165B",202,"WEIGHT_3",4.5,"LENGTH_3",75,"T3",2021-09-29,"Day_in_Exp_T3",62
"268","00186D165B",202,"WEIGHT_4",13.3,"LENGTH_4",105,"T4",2021-11-04,"Day_in_Exp_T4",98
"269","00186D165B",202,"WEIGHT_5",24.6,"LENGTH_5",126,"T5",2021-12-09,"Day_in_Exp_T5",133
"270","00186D165B",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"271","00186D165B",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"272","00186D165B",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"273","00186D165C",201,"WEIGHT_1",2.2,"LENGTH_1",57,"T1",2021-07-29,"Day_in_Exp_T1",0
"274","00186D165C",201,"WEIGHT_2",4.5,"LENGTH_2",71,"T2",2021-08-30,"Day_in_Exp_T2",20
"275","00186D165C",201,"WEIGHT_3",8.2,"LENGTH_3",88,"T3",2021-09-29,"Day_in_Exp_T3",62
"276","00186D165C",201,"WEIGHT_4",22.4,"LENGTH_4",118,"T4",2021-11-04,"Day_in_Exp_T4",98
"277","00186D165C",201,"WEIGHT_5",42,"LENGTH_5",146,"T5",2021-12-09,"Day_in_Exp_T5",133
"278","00186D165C",201,"WEIGHT_6",55.6,"LENGTH_6",157,"T6",2022-01-06,"Day_in_Exp_T6",161
"279","00186D165C",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"280","00186D165C",201,"WEIGHT_8",94.2,"LENGTH_8",193,"T8",2022-03-30,"Day_in_Exp_T8",244
"281","00186D165E",201,"WEIGHT_1",2.1,"LENGTH_1",58,"T1",2021-07-29,"Day_in_Exp_T1",0
"282","00186D165E",201,"WEIGHT_2",4,"LENGTH_2",71,"T2",2021-08-30,"Day_in_Exp_T2",20
"283","00186D165E",201,"WEIGHT_3",5.7,"LENGTH_3",80,"T3",2021-09-29,"Day_in_Exp_T3",62
"284","00186D165E",201,"WEIGHT_4",9.4,"LENGTH_4",90,"T4",2021-11-04,"Day_in_Exp_T4",98
"285","00186D165E",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"286","00186D165E",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"287","00186D165E",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"288","00186D165E",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"289","00186D165F",201,"WEIGHT_1",2.6,"LENGTH_1",62,"T1",2021-07-29,"Day_in_Exp_T1",0
"290","00186D165F",201,"WEIGHT_2",6.6,"LENGTH_2",83,"T2",2021-08-30,"Day_in_Exp_T2",20
"291","00186D165F",201,"WEIGHT_3",14,"LENGTH_3",110,"T3",2021-09-29,"Day_in_Exp_T3",62
"292","00186D165F",201,"WEIGHT_4",28.2,"LENGTH_4",132,"T4",2021-11-04,"Day_in_Exp_T4",98
"293","00186D165F",201,"WEIGHT_5",61.1,"LENGTH_5",160,"T5",2021-12-09,"Day_in_Exp_T5",133
"294","00186D165F",201,"WEIGHT_6",92.2,"LENGTH_6",195,"T6",2022-01-06,"Day_in_Exp_T6",161
"295","00186D165F",201,"WEIGHT_7",113.9,"LENGTH_7",204,"T7",2022-02-16,"Day_in_Exp_T7",190
"296","00186D165F",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"297","00186D1660",201,"WEIGHT_1",3,"LENGTH_1",63,"T1",2021-07-29,"Day_in_Exp_T1",0
"298","00186D1660",201,"WEIGHT_2",4.9,"LENGTH_2",76,"T2",2021-08-25,"Day_in_Exp_T2",20
"299","00186D1660",201,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"300","00186D1660",201,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"301","00186D1660",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"302","00186D1660",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"303","00186D1660",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"304","00186D1660",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"305","00186D1661",202,"WEIGHT_1",2.6,"LENGTH_1",63,"T1",2021-07-29,"Day_in_Exp_T1",0
"306","00186D1661",202,"WEIGHT_2",5.5,"LENGTH_2",78,"T2",2021-08-30,"Day_in_Exp_T2",20
"307","00186D1661",202,"WEIGHT_3",8.7,"LENGTH_3",90,"T3",2021-09-29,"Day_in_Exp_T3",62
"308","00186D1661",202,"WEIGHT_4",14.5,"LENGTH_4",109,"T4",2021-11-04,"Day_in_Exp_T4",98
"309","00186D1661",202,"WEIGHT_5",22.7,"LENGTH_5",129,"T5",2021-12-09,"Day_in_Exp_T5",133
"310","00186D1661",202,"WEIGHT_6",30.1,"LENGTH_6",142,"T6",2022-01-06,"Day_in_Exp_T6",161
"311","00186D1661",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"312","00186D1661",202,"WEIGHT_8",65.4,"LENGTH_8",180,"T8",2022-03-30,"Day_in_Exp_T8",244
"313","00186D1662",201,"WEIGHT_1",2,"LENGTH_1",58,"T1",2021-07-29,"Day_in_Exp_T1",0
"314","00186D1662",201,"WEIGHT_2",4,"LENGTH_2",70,"T2",2021-08-30,"Day_in_Exp_T2",20
"315","00186D1662",201,"WEIGHT_3",3.3,"LENGTH_3",70,"T3",2021-09-29,"Day_in_Exp_T3",62
"316","00186D1662",201,"WEIGHT_4",4.5,"LENGTH_4",76,"T4",2021-11-04,"Day_in_Exp_T4",98
"317","00186D1662",201,"WEIGHT_5",9.7,"LENGTH_5",93,"T5",2021-12-09,"Day_in_Exp_T5",133
"318","00186D1662",201,"WEIGHT_6",17.8,"LENGTH_6",117,"T6",2022-01-06,"Day_in_Exp_T6",161
"319","00186D1662",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"320","00186D1662",201,"WEIGHT_8",60.6,"LENGTH_8",172,"T8",2022-03-30,"Day_in_Exp_T8",244
"321","00186D1663",202,"WEIGHT_1",1.5,"LENGTH_1",52,"T1",2021-07-29,"Day_in_Exp_T1",0
"322","00186D1663",202,"WEIGHT_2",3.1,"LENGTH_2",65,"T2",2021-08-30,"Day_in_Exp_T2",20
"323","00186D1663",202,"WEIGHT_3",4,"LENGTH_3",71,"T3",2021-09-29,"Day_in_Exp_T3",62
"324","00186D1663",202,"WEIGHT_4",7.3,"LENGTH_4",84,"T4",2021-11-04,"Day_in_Exp_T4",98
"325","00186D1663",202,"WEIGHT_5",12.6,"LENGTH_5",103,"T5",2021-12-09,"Day_in_Exp_T5",133
"326","00186D1663",202,"WEIGHT_6",15.3,"LENGTH_6",112,"T6",2022-01-06,"Day_in_Exp_T6",161
"327","00186D1663",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"328","00186D1663",202,"WEIGHT_8",40.3,"LENGTH_8",150,"T8",2022-03-30,"Day_in_Exp_T8",244
"329","00186D1664",151,"WEIGHT_1",1.5,"LENGTH_1",50,"T1",2021-07-29,"Day_in_Exp_T1",0
"330","00186D1664",151,"WEIGHT_2",3.3,"LENGTH_2",68,"T2",2021-08-30,"Day_in_Exp_T2",20
"331","00186D1664",151,"WEIGHT_3",9.2,"LENGTH_3",93,"T3",2021-09-29,"Day_in_Exp_T3",62
"332","00186D1664",151,"WEIGHT_4",18.4,"LENGTH_4",116,"T4",2021-11-04,"Day_in_Exp_T4",98
"333","00186D1664",151,"WEIGHT_5",34.9,"LENGTH_5",141,"T5",2021-12-09,"Day_in_Exp_T5",133
"334","00186D1664",151,"WEIGHT_6",66.8,"LENGTH_6",172,"T6",2022-01-06,"Day_in_Exp_T6",161
"335","00186D1664",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"336","00186D1664",151,"WEIGHT_8",178.8,"LENGTH_8",240,"T8",2022-03-30,"Day_in_Exp_T8",244
"337","00186D1665",151,"WEIGHT_1",3,"LENGTH_1",65,"T1",2021-07-29,"Day_in_Exp_T1",0
"338","00186D1665",151,"WEIGHT_2",7.4,"LENGTH_2",89,"T2",2021-08-30,"Day_in_Exp_T2",20
"339","00186D1665",151,"WEIGHT_3",18.8,"LENGTH_3",120,"T3",2021-09-29,"Day_in_Exp_T3",62
"340","00186D1665",151,"WEIGHT_4",37.1,"LENGTH_4",150,"T4",2021-11-04,"Day_in_Exp_T4",98
"341","00186D1665",151,"WEIGHT_5",72.5,"LENGTH_5",185,"T5",2021-12-09,"Day_in_Exp_T5",133
"342","00186D1665",151,"WEIGHT_6",109.3,"LENGTH_6",212,"T6",2022-01-06,"Day_in_Exp_T6",161
"343","00186D1665",151,"WEIGHT_7",133.6,"LENGTH_7",230,"T7",2022-02-04,"Day_in_Exp_T7",190
"344","00186D1665",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"345","00186D1666",151,"WEIGHT_1",3.1,"LENGTH_1",65,"T1",2021-07-29,"Day_in_Exp_T1",0
"346","00186D1666",151,"WEIGHT_2",8.4,"LENGTH_2",90,"T2",2021-08-30,"Day_in_Exp_T2",20
"347","00186D1666",151,"WEIGHT_3",23.3,"LENGTH_3",125,"T3",2021-09-29,"Day_in_Exp_T3",62
"348","00186D1666",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"349","00186D1666",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"350","00186D1666",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"351","00186D1666",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"352","00186D1666",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"353","00186D1667",152,"WEIGHT_1",2.5,"LENGTH_1",61,"T1",2021-07-29,"Day_in_Exp_T1",0
"354","00186D1667",152,"WEIGHT_2",6,"LENGTH_2",85,"T2",2021-08-30,"Day_in_Exp_T2",20
"355","00186D1667",152,"WEIGHT_3",17.2,"LENGTH_3",116,"T3",2021-09-29,"Day_in_Exp_T3",62
"356","00186D1667",152,"WEIGHT_4",32.9,"LENGTH_4",145,"T4",2021-11-04,"Day_in_Exp_T4",98
"357","00186D1667",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"358","00186D1667",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"359","00186D1667",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"360","00186D1667",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"361","00186D1668",201,"WEIGHT_1",1.2,"LENGTH_1",51,"T1",2021-07-29,"Day_in_Exp_T1",0
"362","00186D1668",201,"WEIGHT_2",2.5,"LENGTH_2",62,"T2",2021-08-30,"Day_in_Exp_T2",20
"363","00186D1668",201,"WEIGHT_3",3.7,"LENGTH_3",70,"T3",2021-09-29,"Day_in_Exp_T3",62
"364","00186D1668",201,"WEIGHT_4",5.6,"LENGTH_4",78,"T4",2021-11-04,"Day_in_Exp_T4",98
"365","00186D1668",201,"WEIGHT_5",9,"LENGTH_5",95,"T5",2021-12-09,"Day_in_Exp_T5",133
"366","00186D1668",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"367","00186D1668",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"368","00186D1668",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"369","00186D1669",201,"WEIGHT_1",1.4,"LENGTH_1",50,"T1",2021-07-29,"Day_in_Exp_T1",0
"370","00186D1669",201,"WEIGHT_2",2.7,"LENGTH_2",62,"T2",2021-08-30,"Day_in_Exp_T2",20
"371","00186D1669",201,"WEIGHT_3",2,"LENGTH_3",61,"T3",2021-09-29,"Day_in_Exp_T3",62
"372","00186D1669",201,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"373","00186D1669",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"374","00186D1669",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"375","00186D1669",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"376","00186D1669",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"377","00186D166A",152,"WEIGHT_1",2.3,"LENGTH_1",59,"T1",2021-07-29,"Day_in_Exp_T1",0
"378","00186D166A",152,"WEIGHT_2",4.6,"LENGTH_2",75,"T2",2021-08-30,"Day_in_Exp_T2",20
"379","00186D166A",152,"WEIGHT_3",9.6,"LENGTH_3",95,"T3",2021-09-29,"Day_in_Exp_T3",62
"380","00186D166A",152,"WEIGHT_4",15.1,"LENGTH_4",112,"T4",2021-11-04,"Day_in_Exp_T4",98
"381","00186D166A",152,"WEIGHT_5",21,"LENGTH_5",125,"T5",2021-12-09,"Day_in_Exp_T5",133
"382","00186D166A",152,"WEIGHT_6",27.6,"LENGTH_6",135,"T6",2022-01-06,"Day_in_Exp_T6",161
"383","00186D166A",152,"WEIGHT_7",40.1,"LENGTH_7",151,"T7",2022-02-04,"Day_in_Exp_T7",190
"384","00186D166A",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"385","00186D166B",201,"WEIGHT_1",1.7,"LENGTH_1",56,"T1",2021-07-29,"Day_in_Exp_T1",0
"386","00186D166B",201,"WEIGHT_2",4.5,"LENGTH_2",75,"T2",2021-08-30,"Day_in_Exp_T2",20
"387","00186D166B",201,"WEIGHT_3",7.8,"LENGTH_3",88,"T3",2021-09-29,"Day_in_Exp_T3",62
"388","00186D166B",201,"WEIGHT_4",19.8,"LENGTH_4",115,"T4",2021-11-04,"Day_in_Exp_T4",98
"389","00186D166B",201,"WEIGHT_5",32.5,"LENGTH_5",137,"T5",2021-12-09,"Day_in_Exp_T5",133
"390","00186D166B",201,"WEIGHT_6",47.4,"LENGTH_6",153,"T6",2022-01-06,"Day_in_Exp_T6",161
"391","00186D166B",201,"WEIGHT_7",55.4,"LENGTH_7",159,"T7",2022-02-04,"Day_in_Exp_T7",190
"392","00186D166B",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"393","00186D166C",152,"WEIGHT_1",3.4,"LENGTH_1",68,"T1",2021-07-29,"Day_in_Exp_T1",0
"394","00186D166C",152,"WEIGHT_2",9.6,"LENGTH_2",96,"T2",2021-08-30,"Day_in_Exp_T2",20
"395","00186D166C",152,"WEIGHT_3",22.6,"LENGTH_3",128,"T3",2021-09-29,"Day_in_Exp_T3",62
"396","00186D166C",152,"WEIGHT_4",49.1,"LENGTH_4",168,"T4",2021-11-04,"Day_in_Exp_T4",98
"397","00186D166C",152,"WEIGHT_5",88.2,"LENGTH_5",202,"T5",2021-12-09,"Day_in_Exp_T5",133
"398","00186D166C",152,"WEIGHT_6",118.5,"LENGTH_6",212,"T6",2022-01-06,"Day_in_Exp_T6",161
"399","00186D166C",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"400","00186D166C",152,"WEIGHT_8",321,"LENGTH_8",303,"T8",2022-03-30,"Day_in_Exp_T8",244
"401","00186D166D",152,"WEIGHT_1",2.7,"LENGTH_1",63,"T1",2021-07-29,"Day_in_Exp_T1",0
"402","00186D166D",152,"WEIGHT_2",7.9,"LENGTH_2",89,"T2",2021-08-30,"Day_in_Exp_T2",20
"403","00186D166D",152,"WEIGHT_3",21.1,"LENGTH_3",120,"T3",2021-09-29,"Day_in_Exp_T3",62
"404","00186D166D",152,"WEIGHT_4",42.2,"LENGTH_4",152,"T4",2021-11-04,"Day_in_Exp_T4",98
"405","00186D166D",152,"WEIGHT_5",81.6,"LENGTH_5",185,"T5",2021-12-09,"Day_in_Exp_T5",133
"406","00186D166D",152,"WEIGHT_6",124.3,"LENGTH_6",215,"T6",2022-01-06,"Day_in_Exp_T6",161
"407","00186D166D",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"408","00186D166D",152,"WEIGHT_8",301.3,"LENGTH_8",286,"T8",2022-03-30,"Day_in_Exp_T8",244
"409","00186D166E",202,"WEIGHT_1",2.6,"LENGTH_1",61,"T1",2021-07-29,"Day_in_Exp_T1",0
"410","00186D166E",202,"WEIGHT_2",4.2,"LENGTH_2",71,"T2",2021-08-30,"Day_in_Exp_T2",20
"411","00186D166E",202,"WEIGHT_3",4.8,"LENGTH_3",78,"T3",2021-09-29,"Day_in_Exp_T3",62
"412","00186D166E",202,"WEIGHT_4",7.1,"LENGTH_4",86,"T4",2021-11-04,"Day_in_Exp_T4",98
"413","00186D166E",202,"WEIGHT_5",11.2,"LENGTH_5",102,"T5",2021-12-09,"Day_in_Exp_T5",133
"414","00186D166E",202,"WEIGHT_6",16.3,"LENGTH_6",115,"T6",2022-01-06,"Day_in_Exp_T6",161
"415","00186D166E",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"416","00186D166E",202,"WEIGHT_8",37.2,"LENGTH_8",150,"T8",2022-03-30,"Day_in_Exp_T8",244
"417","00186D166F",202,"WEIGHT_1",2.5,"LENGTH_1",60,"T1",2021-07-29,"Day_in_Exp_T1",0
"418","00186D166F",202,"WEIGHT_2",6,"LENGTH_2",83,"T2",2021-08-30,"Day_in_Exp_T2",20
"419","00186D166F",202,"WEIGHT_3",7.2,"LENGTH_3",88,"T3",2021-09-29,"Day_in_Exp_T3",62
"420","00186D166F",202,"WEIGHT_4",15.7,"LENGTH_4",112,"T4",2021-11-04,"Day_in_Exp_T4",98
"421","00186D166F",202,"WEIGHT_5",27.2,"LENGTH_5",135,"T5",2021-12-09,"Day_in_Exp_T5",133
"422","00186D166F",202,"WEIGHT_6",35.8,"LENGTH_6",148,"T6",2022-01-06,"Day_in_Exp_T6",161
"423","00186D166F",202,"WEIGHT_7",47.3,"LENGTH_7",164,"T7",2022-02-04,"Day_in_Exp_T7",190
"424","00186D166F",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"425","00186D1670",201,"WEIGHT_1",2.3,"LENGTH_1",59,"T1",2021-07-29,"Day_in_Exp_T1",0
"426","00186D1670",201,"WEIGHT_2",5.2,"LENGTH_2",75,"T2",2021-08-30,"Day_in_Exp_T2",20
"427","00186D1670",201,"WEIGHT_3",10.7,"LENGTH_3",95,"T3",2021-09-29,"Day_in_Exp_T3",62
"428","00186D1670",201,"WEIGHT_4",22.2,"LENGTH_4",120,"T4",2021-11-04,"Day_in_Exp_T4",98
"429","00186D1670",201,"WEIGHT_5",39.6,"LENGTH_5",148,"T5",2021-12-09,"Day_in_Exp_T5",133
"430","00186D1670",201,"WEIGHT_6",54.4,"LENGTH_6",157,"T6",2022-01-06,"Day_in_Exp_T6",161
"431","00186D1670",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"432","00186D1670",201,"WEIGHT_8",105.3,"LENGTH_8",202,"T8",2022-03-30,"Day_in_Exp_T8",244
"433","00186D1671",201,"WEIGHT_1",2,"LENGTH_1",57,"T1",2021-07-29,"Day_in_Exp_T1",0
"434","00186D1671",201,"WEIGHT_2",6.3,"LENGTH_2",81,"T2",2021-08-30,"Day_in_Exp_T2",20
"435","00186D1671",201,"WEIGHT_3",12.3,"LENGTH_3",102,"T3",2021-09-29,"Day_in_Exp_T3",62
"436","00186D1671",201,"WEIGHT_4",29,"LENGTH_4",132,"T4",2021-11-04,"Day_in_Exp_T4",98
"437","00186D1671",201,"WEIGHT_5",45.7,"LENGTH_5",156,"T5",2021-12-09,"Day_in_Exp_T5",133
"438","00186D1671",201,"WEIGHT_6",64,"LENGTH_6",171,"T6",2022-01-06,"Day_in_Exp_T6",161
"439","00186D1671",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"440","00186D1671",201,"WEIGHT_8",145.5,"LENGTH_8",223,"T8",2022-03-30,"Day_in_Exp_T8",244
"441","00186D1672",151,"WEIGHT_1",3.1,"LENGTH_1",66,"T1",2021-07-29,"Day_in_Exp_T1",0
"442","00186D1672",151,"WEIGHT_2",6.1,"LENGTH_2",80,"T2",2021-08-24,"Day_in_Exp_T2",20
"443","00186D1672",151,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"444","00186D1672",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"445","00186D1672",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"446","00186D1672",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"447","00186D1672",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"448","00186D1672",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"449","00186D1673",151,"WEIGHT_1",1.4,"LENGTH_1",51,"T1",2021-07-29,"Day_in_Exp_T1",0
"450","00186D1673",151,"WEIGHT_2",4.1,"LENGTH_2",73,"T2",2021-08-30,"Day_in_Exp_T2",20
"451","00186D1673",151,"WEIGHT_3",9.9,"LENGTH_3",98,"T3",2021-09-29,"Day_in_Exp_T3",62
"452","00186D1673",151,"WEIGHT_4",19.5,"LENGTH_4",119,"T4",2021-11-04,"Day_in_Exp_T4",98
"453","00186D1673",151,"WEIGHT_5",34.1,"LENGTH_5",148,"T5",2021-12-09,"Day_in_Exp_T5",133
"454","00186D1673",151,"WEIGHT_6",52.1,"LENGTH_6",173,"T6",2022-01-06,"Day_in_Exp_T6",161
